TW,LW,Title (click to view),Studio,Weekend Gross,% Change,Theater Count / Change,Average,Total Gross,Budget*,Week #
1,N,Avengers: Infinity War,BV,"$257,698,183",-,"4,474",-,"$57,599","$257,698,183",-,1
2,1,A Quiet Place,Par.,"$11,004,977",-47.4%,"3,565",-243,"$3,087","$148,528,278",$17,4
3,3,I Feel Pretty,STX,"$8,176,757",-49.0%,"3,440",-,"$2,377","$29,620,318",$32,2
4,2,Rampage (2018),WB (NL),"$7,205,315",-64.1%,"3,508",-607,"$2,054","$78,030,872",$120,3
5,8,Black Panther,BV,"$4,736,428",-4.0%,"1,650",-280,"$2,871","$688,364,917",-,11
6,4,Super Troopers 2,Fox,"$3,729,287",-75.4%,"2,125",+87,"$1,755","$22,214,216",$13.5,2
7,5,Truth or Dare,Uni.,"$3,268,145",-58.1%,"2,420",-648,"$1,350","$35,374,140",$3.5,3
8,7,Blockers,Uni.,"$2,975,260",-56.5%,"2,324",-810,"$1,280","$53,246,750",$21,4
9,6,Ready Player One,WB,"$2,563,325",-65.4%,"2,365",-843,"$1,084","$130,811,543",-,5
10,9,Traffik,LGF,"$1,654,694",-58.0%,"1,046",-,"$1,582","$6,786,968",-,2
11,10,Isle Of Dogs,FoxS,"$1,427,275",-58.8%,"1,001",-946,"$1,426","$27,047,998",-,6
12,N,Met Opera: Cendrillon,Fathom,"$1,300,000",-,900,-,"$1,444","$1,300,000",-,1
13,18,A Wrinkle in Time,BV,"$981,856",+34.2%,371,-294,"$2,647","$94,930,902",-,8
14,12,I Can Only Imagine,RAtt.,"$784,099",-67.8%,970,"-1,024",$808,"$81,090,684",$7,7
15,14,Chappaquiddick,ENTMP,"$694,989",-62.1%,704,-751,$987,"$15,808,830",-,4
16,15,Sherlock Gnomes,Par.,"$673,943",-52.5%,731,-728,$922,"$40,637,943",$59,6
17,13,Tyler Perry's Acrimony,LGF,"$640,477",-67.4%,540,-608,"$1,186","$42,223,020",-,5
18,N,Labyrinth (2018 Fathom Event),Fathom,"$558,857",-,646,-,$865,"$558,857",-,1
19,21,You Were Never Really Here,Amazon,"$350,105",-31.5%,233,+50,"$1,503","$1,793,480",-,4
20,16,The Miracle Season,Mirr/LD,"$290,939",-74.1%,430,-692,$677,"$9,441,585",-,4
21,17,Beirut,BST,"$271,251",-72.9%,237,-518,"$1,145","$4,542,141",-,3
22,28,Lean on Pete,A24,"$243,087",+37.9%,167,+98,"$1,456","$667,818",-,4
23,N,Disobedience,BST,"$237,393",-,5,-,"$47,479","$237,393",-,1
24,-,The Death of Stalin,IFC,"$226,049",-,150,-60,"$1,507","$7,218,333",-,8
25,24,Peter Rabbit,Sony,"$205,918",-27.1%,229,-115,$899,"$114,560,612",$50,12
26,34,The Rider,SPC,"$175,279",+145.9%,37,+28,"$4,737","$344,613",-,3
27,N,Kings (2018),Orch.,"$163,289",-,215,-,$759,"$163,289",-,1
28,26,Game Night,WB (NL),"$150,090",-25.0%,208,-3,$722,"$68,415,071",$37,10
29,22,"Love, Simon",Fox,"$126,090",-74.8%,173,-318,$729,"$40,493,994",$17,7
30,27,Finding Your Feet,RAtt.,"$119,921",-33.2%,124,-67,$967,"$1,154,247",-,5
31,31,Pandas,WB,"$112,282",-14.2%,33,-,"$3,402","$801,459",-,4
32,23,"Paul, Apostle of Christ",Sony,"$104,607",-68.5%,177,-200,$591,"$17,276,253",$5,6
33,19,Pacific Rim Uprising,Uni.,"$104,505",-82.1%,224,-422,$467,"$58,941,465",$150,6
34,29,The Leisure Seeker,SPC,"$104,438",-37.6%,117,-66,$893,"$2,889,304",-,17
35,25,Tomb Raider,WB,"$100,085",-64.5%,162,-141,$618,"$56,896,683",$94,7
36,20,Sgt. Stubby: An American Hero,FunAcad,"$98,287",-83.0%,218,"-1,168",$451,"$2,641,861",-,3
37,30,The Greatest Showman,Fox,"$96,186",-35.4%,146,-23,$659,"$173,675,694",$84,19
38,32,Jumanji: Welcome to the Jungle,Sony,"$86,451",-33.0%,140,-35,$618,"$404,259,315",$90,19
39,42,Grace Jones: Bloodlight and Bami,KL,"$45,015",+13.6%,19,+10,"$2,369","$186,388",-,3
40,N,Let the Sunshine In,IFC,"$39,699",-,2,-,"$19,850","$39,699",-,1
41,33,Final Portrait,SPC,"$37,999",-48.0%,69,-31,$551,"$375,100",-,6
42,39,Bag of Marbles,Gaum.,"$37,247",-22.4%,14,-2,"$2,661","$190,101",-,6
43,35,Red Sparrow,Fox,"$35,355",-48.8%,75,-77,$471,"$46,719,454",$69,9
44,45,Itzhak,Greenwich,"$35,320",+22.9%,30,-3,"$1,177","$383,805",-,8
45,51,1945,Men.,"$32,823",+37.6%,16,+3,"$2,051","$604,588",-,26
