TW,LW,Title (click to view),Studio,Weekend Gross,% Change,Theater Count / Change,Average,Total Gross,Budget*,Week #
31,20,Barbershop: The Next Cut,WB (NL),"$95,390",-61.2%,118,-147,$808,"$53,478,693",-,8
32,18,Kung Fu Panda 3,Fox,"$61,952",-75.8%,134,-59,$462,"$143,275,709",$145,19
33,26,Deadpool,Fox,"$50,529",-63.9%,69,-71,$732,"$363,024,263",$58,17
34,37,Dark Horse (2016),SPC,"$48,634",+33.8%,26,+13,"$1,871","$202,562",-,5
35,27,Sing Street,Wein.,"$46,819",-60.1%,57,-118,$821,"$2,895,402",-,8
36,34,"Hello, My Name is Doris",RAtt.,"$44,590",-28.0%,68,-15,$656,"$14,275,314",-,13
37,33,Eye in the Sky,BST,"$32,453",-52.2%,43,-38,$755,"$18,439,002",-,13
38,32,Keanu,WB (NL),"$31,828",-53.7%,44,-77,$723,"$20,386,444",$15,6
39,N,Art Bastard,CAVU,"$19,600",-,2,-,"$9,800","$19,600",-,1
40,38,High-Rise,Magn.,"$18,411",-43.5%,19,-3,$969,"$263,856",-,4
41,39,Dough,Men.,"$15,570",-49.2%,18,-6,$865,"$974,510",-,17
42,52,Dheepan,IFC,"$15,297",+41.8%,11,-4,"$1,391","$122,159",-,5
43,N,The Witness,FR,"$14,523",-,1,-,"$14,523","$14,523",-,1
44,44,A Hologram for the King,RAtt.,"$14,341",-40.5%,27,-11,$531,"$4,143,441",-,7
45,42,God's Not Dead 2,PFR,"$12,510",-54.4%,28,-20,$447,"$20,699,843",-,10
46,N,Time to Choose,Abr.,"$12,233",-,6,-,"$2,039","$12,233",-,1
47,48,Sunset Song,Magn.,"$12,089",-20.7%,19,+5,$636,"$90,508",-,4
48,45,Miles Ahead,SPC,"$11,358",-39.7%,16,-7,$710,"$2,550,545",-,10
49,N,The Fits,Osci.,"$10,602",-,1,-,"$10,602","$10,602",-,1
50,40,Jimmy Vestvood: Amerikan Hero,SkyI,"$10,590",-64.8%,6,-,"$1,765","$167,995",-,4
51,36,Green Room,A24,"$9,925",-72.9%,19,-11,$522,"$3,190,222",-,8
52,63,Presenting Princess Shaw,Magn.,"$8,775",+82.3%,12,+9,$731,"$16,021",-,2
53,53,The Lady in the Van,SPC,"$8,638",-13.3%,14,-7,$617,"$10,017,675",-,27
54,50,The Fallen Idol (2016 re-issue),Rialto,"$7,853",-35.3%,4,+2,"$1,963","$28,113",-,2
55,65,Born to Be Wild (IMAX),WB,"$7,691",+91.6%,8,-5,$961,"$24,724,348",-,270
56,51,Meet the Blacks,Free,"$6,981",-35.5%,17,-11,$411,"$9,086,730",-,10
57,N,Approaching the Unknown,INDEP,"$6,476",-,11,-,$589,"$6,476",-,1
58,49,Ma ma,Osci.,"$6,396",-56.0%,11,-,$581,"$40,068",-,3
59,47,Hockney,FM,"$6,341",-60.3%,6,-3,"$1,057","$96,196",-,7
60,-,Wedding Doll,Strand,"$5,739",-,6,-,$957,"$19,644",-,8
61,N,Kamikaze '89,FM,"$5,613",-,1,-,"$5,613","$5,613",-,1
62,-,River of Fundament,ICir,"$5,360",-,2,-,"$2,680","$43,057",-,23
63,58,Saturday's Warrior,Purd.,"$4,873",-13.9%,12,+6,$406,"$611,325",-,10
64,57,Eva Hesse,Zeit.,"$4,794",-17.5%,4,-,"$1,199","$106,438",-,6
65,66,Viva,Magn.,"$4,337",+11.5%,10,+4,$434,"$165,216",-,6
66,70,Tale of Tales,IFC,"$3,737",+21.9%,4,-2,$934,"$98,249",-,7
67,67,Unlocking the Cage,FRun,"$3,624",-2.3%,1,-,"$3,624","$13,892",-,2
68,84,Almost Holy,Orch.,"$3,436",+132.5%,10,+5,$344,"$11,738",-,3
69,56,Chevalier,Strand,"$3,163",-47.0%,3,-,"$1,054","$13,972",-,2
70,54,Holy Hell,WRA,"$2,730",-70.4%,3,-,$910,"$16,905",-,2
71,73,The First Monday in May,Magn.,"$2,727",+0.1%,7,+4,$390,"$523,573",-,8
72,80,The Little Prince,EOne,"$2,521",+24.7%,9,-1,$280,"$1,335,563",-,17
73,82,Under the Sea 3D,WB,"$2,345",+30.6%,8,-,$293,"$35,036,994",-,382
74,76,Papa: Hemingway in Cuba,YFG,"$2,332",-,6,-6,$389,"$1,114,666",-,6
75,64,Born to be Blue (US Release),IFC,"$1,835",-56.5%,5,-2,$367,"$676,536",-,11
76,74,The Lobster (Canada Release),Mon,"$1,780",-34.1%,2,-2,$890,"$362,362",-,11
77,83,April and the Extraordinary World,GK,"$1,691",+10.7%,8,-1,$211,"$294,328",-,11
78,55,The Congressman,Shad.,"$1,567",-74.8%,3,-3,$522,"$69,960",-,6
79,60,Remember (US Release),A24,"$1,548",-71.6%,3,-1,$516,"$637,555",-,13
80,102,Island of Lemurs: Madagascar (IMAX),WB,"$1,453",+252.7%,4,-,$363,"$10,640,585",-,114
81,61,The Ones Below,Magn.,"$1,438",-72.3%,2,-2,$719,"$9,885",-,2
82,-,Sweet Bean,KL,"$1,165",-,2,-,$583,"$66,518",-,12
83,69,The Romans,Indic.,"$1,102",-66.2%,1,-,"$1,102","$6,516",-,2
84,96,Aferim!,BWP,"$1,021",+79.1%,2,+1,$511,"$103,130",-,19
85,68,Our Last Tango,Strand,$930,-74.8%,3,-3,$310,"$75,142",-,8
86,92,The Invitation,Drft.,$793,+3.7%,2,-,$397,"$230,735",-,9
87,86,The Measure of a Man,KL,$739,-47.6%,2,-,$370,"$101,919",-,8
88,99,Ingrid Bergman: In Her Own Words,Rialto,$615,+32.8%,1,-1,$615,"$136,241",-,30
89,43,Men & Chicken,Drft.,$590,-97.8%,3,+2,$197,"$28,034",-,7
90,-,L'attesa,Osci.,$536,-,1,-,$536,"$41,928",-,6
91,77,Space Station 3-D (IMAX),Imax,$528,-76.6%,3,-,$176,"$93,207,742",-,711
92,-,Cemetery of Splendor,Strand,$428,-,2,-,$214,"$51,765",-,14
93,-,Fritz Lang's Destiny (2016 re-release),KL,$413,-,1,-,$413,"$5,663",-,3
94,89,Paths of the Soul,Icar.,$405,-67.2%,1,-1,$405,"$10,328",-,4
95,79,I Saw the Light,SPC,$386,-82.1%,2,-4,$193,"$1,646,468",-,11
96,95,Elstree 1976,FR,$376,-39.6%,2,-2,$188,"$11,757",-,5
97,104,The Other Side,FM,$365,+22.5%,1,-,$365,"$4,513",-,3
98,-,Legends from the Sky,HHF,$127,-,1,-,$127,"$91,146",-,24
99,91,Journey to the South Pacific,Imax,$123,-86.0%,2,-,$62,"$7,130,589",-,129
100,-,Neon Bull,KL,$82,-,1,-,$82,"$21,992",-,9
101,62,Phantom Detective,CJ,$80,-98.5%,1,-6,$80,"$66,878",-,4
102,101,No Home Movie,Icar.,$10,-97.8%,1,-,$10,"$29,284",-,16
