TW,LW,Title (click to view),Studio,Weekend Gross,% Change,Theater Count / Change,Average,Total Gross,Budget*,Week #
62,48,Complete Unknown,IFC,"$20,303",-51.4%,47,-16,$432,"$166,827",-,4
63,52,"Lo and Behold, Reveries of the Connected World",Magn.,"$20,300",-47.6%,24,-17,$846,"$530,059",-,5
64,51,Mike and Dave Need Wedding Dates,Fox,"$20,062",-48.3%,45,-11,$446,"$45,965,055",$33,11
65,60,Author: The JT LeRoy Story,Magn.,"$17,637",-24.7%,22,+17,$802,"$48,543",-,2
66,70,Demon,Orch.,"$17,587",+35.0%,15,+12,"$1,172","$37,108",-,2
67,58,The Infiltrator,BG,"$17,265",-33.3%,27,-22,$639,"$15,406,554",-,10
68,50,Tunnel,WGUSA,"$15,255",-61.7%,12,-7,"$1,271","$562,061",-,4
69,56,Ixcanul,KL,"$14,347",-52.2%,9,-1,"$1,594","$162,376",-,24
70,42,Hillary's America: The Secret History of the Democratic Party,QF,"$14,287",-76.5%,62,-107,$230,"$13,071,840",-,10
71,53,Other People,VE,"$13,948",-62.3%,8,-4,"$1,744","$62,630",-,2
72,65,The Innocents,MBox,"$13,369",-18.5%,18,-3,$743,"$1,038,863",-,12
73,59,Captain America: Civil War,BV,"$13,031",-47.8%,34,-20,$383,"$408,080,554",$250,20
74,63,Dekalog (2016 re-release),Jan.,"$12,374",-29.2%,5,-,"$2,475","$69,584",-,3
75,84,Elevator to the Gallows (2016 re-issue),Rialto,"$11,839",+70.4%,5,-,"$2,368","$85,009",-,7
76,69,Absolutely Fabulous: The Movie,FoxS,"$11,468",-12.6%,20,-2,$573,"$4,750,497",-,9
77,N,La Notte (2016 re-release),Rialto,"$10,547",-,2,-,"$5,274","$14,313",-,1
78,68,Saturday's Warrior,Purd.,"$10,528",-22.1%,12,+1,$877,"$718,921",-,25
79,N,Is That a Gun in Your Pocket?,A23,"$10,422",-,2,-,"$5,211","$10,422",-,1
80,75,The Map Against the World,CJ,"$10,201",+2.4%,4,-,"$2,550","$26,688",-,2
81,81,Our Little Sister,SPC,"$9,428",+16.7%,14,-4,$673,"$411,983",-,11
82,67,Max Rose,Pala.,"$8,150",-47.2%,16,-6,$509,"$34,895",-,3
83,61,Anthropoid,BST,"$7,994",-59.2%,9,-28,$888,"$2,960,503",-,6
84,73,The Last Princess,CJ,"$7,890",-32.0%,1,-,"$7,890","$25,753",-,2
85,72,Cameraperson,Jan.,"$7,791",-38.9%,2,+1,"$3,896","$27,289",-,2
86,-,Hieronymus Bosch: Touched by the Devil,KL,"$7,633",-,3,-,"$2,544","$100,868",-,10
87,103,Swiss Army Man,A24,"$6,928",+331.9%,7,+4,$990,"$4,203,084",-,13
88,76,Come What May,Cohen,"$6,765",-30.5%,4,+2,"$1,691","$21,765",-,2
89,N,Silicon Cowboys,FR,"$5,724",-,12,-,$477,"$5,724",-,1
90,N,Tanna,Lightyear,"$5,711",-,2,-,"$2,856","$5,711",-,1
91,N,Command and Control,AEF,"$5,385",-,1,-,"$5,385","$7,430",-,1
92,-,The Fits,Osci.,"$4,873",-,1,-,"$4,873","$166,425",-,14
93,95,The Music of Strangers,Orch.,"$4,441",+22.7%,13,+3,$342,"$1,155,240",-,15
94,97,Born to Be Wild (IMAX),WB,"$4,290",+28.2%,5,-,$858,"$24,948,399",-,285
95,102,Fatima,KL,"$4,123",+116.3%,3,+2,"$1,374","$38,986",-,4
96,71,In Order of Disappearance,Magn.,"$3,927",-69.4%,5,-5,$785,"$49,284",-,4
97,79,Morris from America,A24,"$3,572",-56.6%,8,-12,$447,"$79,958",-,5
98,91,Miss Sharon Jones,SM,"$3,072",-28.2%,6,-3,$512,"$108,285",-,8
99,85,"Life, Animated",Orch.,"$2,726",-59.6%,10,-1,$273,"$240,559",-,12
100,62,Howards End (2016 Restoration),Cohen,"$2,706",-85.9%,4,-5,$677,"$150,334",-,4
101,78,Love & Friendship,RAtt.,"$2,537",-69.3%,5,-7,$507,"$14,013,564",-,19
102,N,Miss Stevens,Orch.,"$2,451",-,2,-,"$1,226","$2,451",-,1
103,-,Seed: The Untold Story,CEye,"$2,390",-,3,-,$797,"$9,695",-,4
104,100,Tickled,Magn.,"$2,324",-8.1%,6,+2,$387,"$609,347",-,14
105,92,As I Open My Eyes,KL,"$2,176",-48.1%,3,+2,$725,"$13,681",-,2
106,119,Under the Sea 3D,WB,"$2,104",+810.8%,4,+2,$526,"$35,093,099",-,397
107,106,The Lobster (US Release),A24,"$1,880",+52.6%,4,-,$470,"$8,696,894",-,19
108,94,Eat That Question: Frank Zappa in His Own Words,SPC,"$1,308",-64.8%,3,-6,$436,"$347,398",-,13
109,-,The Fallen Idol (2016 re-issue),Rialto,"$1,268",-,1,-,"$1,268","$55,158",-,14
110,82,Operation Chromite,CJ,"$1,219",-83.0%,2,-6,$610,"$1,022,720",-,7
111,-,When Two Worlds Collide,FRun,"$1,098",-,1,-,"$1,098","$10,394",-,4
112,-,The Wailing (Goksung),WGUSA,"$1,057",-,2,-,$529,"$785,135",-,18
113,-,A Beautiful Now,Mont.,$989,-,1,-,$989,"$1,329",-,3
114,99,Don't Blink - Robert Frank,Ghop,$938,-65.7%,2,-2,$469,"$60,362",-,9
115,-,Paths of the Soul,Icar.,$893,-,1,-,$893,"$26,336",-,19
116,88,The Seasons in Quincy: Four Portraits of John Berger,Icar.,$890,-81.4%,2,+1,$445,"$20,730",-,3
117,89,My King (Mon roi),FM,$768,-82.2%,4,-7,$192,"$45,724",-,6
118,90,Maggie's Plan,SPC,$680,-84.1%,4,-4,$170,"$3,350,456",-,18
119,80,Reparation,Red Dirt,$648,-92.0%,1,-3,$648,"$16,746",-,3
120,-,The Kind Words,Strand,$342,-,1,-,$342,"$135,382",-,13
121,-,Deep Sea 3D (IMAX),WB,$276,-,2,-,$138,"$46,212,940",-,525
122,93,Germans & Jews,FRun,$124,-97.0%,1,-1,$124,"$38,100",-,12
123,-,The Last Film Festival,Mont.,$70,-,1,-,$70,$70,-,3
124,111,Spa Night,Strand,$63,-90.4%,1,-,$63,"$34,912",-,5
