TW,LW,Title (click to view),Studio,Weekend Gross,% Change,Theater Count / Change,Average,Total Gross,Budget*,Week #
1,1,Zootopia,BV,"$51,339,887",-31.6%,"3,827",-,"$13,415","$143,955,013",-,2
2,N,10 Cloverfield Lane,Par.,"$24,727,437",-,"3,391",-,"$7,292","$24,727,437",-,1
3,3,Deadpool,Fox,"$10,942,304",-34.6%,"3,331",-293,"$3,285","$328,219,729",$58,5
4,2,London Has Fallen,Focus,"$10,836,078",-49.9%,"3,492",+2,"$3,103","$39,018,130",$60,2
5,4,Whiskey Tango Foxtrot,Par.,"$4,665,013",-37.4%,"2,413",+39,"$1,933","$14,636,916",$35,2
6,N,The Perfect Match,LGF,"$4,294,232",-,925,-,"$4,642","$4,294,232",-,1
7,N,The Young Messiah,Focus,"$3,294,876",-,"1,761",-,"$1,871","$3,294,876",-,1
8,N,The Brothers Grimsby,Sony,"$3,258,327",-,"2,235",-,"$1,458","$3,258,327",-,1
9,5,Gods of Egypt,LG/S,"$2,546,473",-51.0%,"2,306",-811,"$1,104","$27,359,362",$140,3
10,6,Risen,Sony,"$2,282,208",-41.6%,"2,095",-412,"$1,089","$32,427,969",$20,4
11,8,The Revenant,Fox,"$2,056,262",-39.6%,"1,303",-185,"$1,578","$179,199,399",$135,12
12,7,Kung Fu Panda 3,Fox,"$1,707,494",-52.2%,"1,650","-1,050","$1,035","$136,465,362",$145,7
13,9,Eddie the Eagle,Fox,"$1,571,915",-49.8%,"1,568",-476,"$1,002","$13,489,719",$23,3
14,13,Star Wars: The Force Awakens,BV,"$1,297,752",-30.4%,760,-261,"$1,708","$930,757,012",$245,13
15,10,The Witch,A24,"$1,005,067",-59.6%,945,-770,"$1,064","$22,914,150",$4,4
16,14,Spotlight,ORF,"$931,412",-47.3%,847,-380,"$1,100","$43,187,686",-,19
17,12,How to Be Single,WB (NL),"$924,034",-56.4%,767,-835,"$1,205","$45,108,811",$38,5
18,15,Race (2016),Focus,"$731,411",-51.6%,689,-597,"$1,062","$17,832,893",-,4
19,16,The Other Side of the Door,Fox,"$689,577",-43.1%,585,+39,"$1,179","$2,300,357",-,2
20,17,The Lady in the Van,SPC,"$573,241",-20.1%,363,-66,"$1,579","$8,058,191",-,15
21,11,Triple 9,ORF,"$511,975",-77.4%,695,"-1,510",$737,"$11,892,210",-,3
22,18,Ride Along 2,Uni.,"$412,700",-41.6%,368,-239,"$1,121","$90,103,345",$40,9
23,21,"Hail, Caesar!",Uni.,"$306,880",-29.2%,255,-58,"$1,203","$29,702,775",$22,6
24,19,The Big Short,Par.,"$294,096",-41.6%,222,-92,"$1,325","$69,815,957",$28,14
25,27,Daddy's Home,Par.,"$281,241",-17.6%,232,-54,"$1,212","$149,260,893",-,12
26,23,Brooklyn,FoxS,"$257,209",-32.3%,225,-62,"$1,143","$37,638,183",-,19
27,22,The Boy (2016),STX,"$245,859",-38.7%,216,-123,"$1,138","$35,480,562",$10,8
28,26,The 5th Wave,Sony,"$200,464",-44.5%,201,-138,$997,"$33,944,021",$38,8
29,40,Embrace of the Serpent,Osci.,"$182,562",+158.7%,75,+52,"$2,434","$517,563",-,4
30,29,The Finest Hours,BV,"$178,453",-31.4%,142,-76,"$1,257","$27,030,752",-,7
31,30,Where to Invade Next,Drft.,"$177,832",-22.2%,151,+1,"$1,178","$3,263,766",-,5
32,25,Zoolander 2,Par.,"$177,642",-51.6%,244,-163,$728,"$28,615,680",-,5
33,24,The Mermaid (Mei ren yu),Sony,"$160,754",-57.2%,82,-24,"$1,960","$3,003,691",-,4
34,20,Room,A24,"$157,001",-66.0%,202,-363,$777,"$14,318,503",-,22
35,31,The Good Dinosaur,BV,"$146,339",-25.9%,195,-37,$750,"$122,728,399",-,16
36,49,The Little Prince,EOne,"$142,762",+282.6%,163,+101,$876,"$673,827",-,5
37,34,Alvin and the Chipmunks: The Road Chip,Fox,"$142,563",-14.9%,181,-37,$788,"$85,235,826",-,13
38,36,13 Hours: The Secret Soldiers of Benghazi,Par.,"$114,211",-23.1%,181,-30,$631,"$52,702,065",$50,9
39,N,Eye in the Sky,BST,"$113,803",-,5,-,"$22,761","$113,803",-,1
40,37,Dirty Grandpa,LGF,"$103,791",-25.1%,156,-61,$665,"$35,547,886",$25,8
41,42,Knight of Cups,BG,"$95,666",+58.0%,36,+32,"$2,657","$181,257",-,2
42,32,The Choice,LGF,"$86,247",-55.1%,165,-172,$523,"$18,608,215",-,6
43,N,"Hello, My Name is Doris",RAtt.,"$84,986",-,4,-,"$21,247","$84,986",-,1
44,44,Only Yesterday (2016 re-release),GK,"$75,573",+36.9%,44,+16,"$1,718","$296,538",-,11
45,28,The Boy and the Beast,FUN,"$73,739",-73.1%,86,-36,$857,"$446,142",-,2
46,38,45 Years,IFC,"$70,677",-29.3%,72,-30,$982,"$4,087,938",-,12
47,35,Son of Saul,SPC,"$67,477",-55.3%,105,-75,$643,"$1,660,095",-,13
48,45,Fifty Shades of Black,ORF,"$65,449",+24.0%,57,-18,"$1,148","$11,612,625",-,7
49,N,City of Gold,IFC,"$62,959",-,4,-,"$15,740","$62,959",-,1
50,41,Busco Novio Para Mi Mujer,PNT,"$43,205",-37.9%,39,-40,"$1,108","$1,721,707",-,4
51,54,Spectre,Sony,"$41,979",+41.1%,16,-47,"$2,624","$199,948,480",$245,19
52,43,The Wave,Magn.,"$36,124",-40.1%,37,+4,$976,"$121,386",-,2
53,39,Norm of the North,LGF,"$35,796",-60.2%,134,-43,$267,"$17,017,118",-,9
54,53,The Hateful Eight,Wein.,"$26,601",-11.2%,41,-3,$649,"$53,685,194",$44,12
55,51,The Forest,Focus,"$25,725",-25.7%,36,-21,$715,"$26,583,369",$10,10
56,47,Concussion (2015),Sony,"$25,212",-40.1%,53,-40,$476,"$34,531,832",$35,12
57,46,Carol,Wein.,"$24,997",-47.1%,33,-22,$757,"$12,658,244",-,17
58,N,Sweet 20,CJ,"$24,715",-,4,-,"$6,179","$24,715",-,1
59,65,Born to be Blue,EOne,"$22,879",+62.6%,2,-21,"$11,440","$40,386",-,2
60,63,Colliding Dreams,ICir,"$21,029",+27.9%,14,+10,"$1,502","$44,181",-,2
59,N,Remember (Canada Release),EOne,"$20,489",-,2,-,"$10,245","$639,293",-,1
61,N,Remember (US Release),A24,"$20,489",-,2,-,"$10,245","$20,489",-,1
62,N,Marguerite,Cohen,"$19,924",-,3,-,"$6,641","$19,924",-,1
63,64,Hubble 3D,WB,"$17,045",+7.8%,6,-3,"$2,841","$51,290,328",-,303
64,56,Mustang,Cohen,"$15,996",-32.1%,22,+1,$727,"$793,125",-,17
65,57,Anomalisa,Par.,"$14,803",-29.9%,22,+1,$673,"$2,673,061",$8,11
66,58,Dough,Men.,"$14,420",-31.2%,7,-,"$2,060","$249,931",-,5
67,50,2016 Oscar Nominated Short Films,Shrts.,"$14,144",-59.2%,11,-24,"$1,286","$2,790,995",-,7
68,48,The Danish Girl,Focus,"$13,583",-64.1%,15,-36,$906,"$11,105,793",-,16
69,52,Joy,Fox,"$12,835",-58.2%,22,-27,$583,"$56,443,482",$60,12
70,61,Trapped (2016),Abr.,"$12,592",-28.6%,8,+5,"$1,574","$39,030",-,2
71,N,The Dog Wedding,25th Frame,"$12,132",-,1,-,"$12,132","$12,132",-,1
72,N,Spirits' Homecoming,PM&E,"$10,012",-,2,-,"$5,006","$10,012",-,1
73,59,The Martian,Fox,"$9,463",-53.3%,13,-12,$728,"$228,430,993",$108,24
74,79,Mountains May Depart,KL,"$7,676",+149.0%,8,+7,$960,"$34,381",-,5
75,N,Creative Control,Magn.,"$6,964",-,3,-,"$2,321","$6,964",-,1
76,67,Rams (Hrútar),Cohen,"$6,462",-18.4%,7,-1,$923,"$92,485",-,6
77,78,Songs My Brothers Taught Me,KL,"$6,069",+76.9%,2,+1,"$3,035","$15,160",-,2
78,71,King Georges,IFC,"$6,019",-7.6%,6,-,"$1,003","$35,006",-,3
79,69,Cemetery of Splendor,Strand,"$5,055",-35.0%,4,+2,"$1,264","$18,290",-,2
80,75,Like for Likes,CJ,"$4,631",-10.8%,2,-1,"$2,316","$49,385",-,3
81,70,A War,Magn.,"$4,572",-37.8%,15,-2,$305,"$105,182",-,5
82,N,Lolo,FR,"$4,242",-,1,-,"$4,242","$4,242",-,1
83,N,Talent Has Hunger,FRun,"$3,709",-,1,-,"$3,709","$3,709",-,1
84,99,"Rabin, the Last Day",KL,"$2,968","+1,286.9%",5,+3,$594,"$22,787",-,7
85,68,The Monkey King 2 in 3D,CL,"$2,966",-61.9%,1,-2,"$2,966","$700,513",-,6
86,N,River of Grass,Osci.,"$2,942",-,1,-,"$2,942","$2,942",-,1
87,73,The Peanuts Movie,Fox,"$2,835",-50.0%,13,-21,$218,"$130,133,198",$99,19
88,76,Ingrid Bergman: In Her Own Words,Rialto,"$2,805",-35.8%,5,+2,$561,"$126,696",-,18
