TW,LW,Title (click to view),Studio,Weekend Gross,% Change,Theater Count / Change,Average,Total Gross,Budget*,Week #
53,45,Take Every Wave: The Life of Liard Hamilton,IFC,"$27,334",-12.9%,31,+10,$882,"$132,910",-,4
54,63,Logan Lucky,BST,"$23,736",+124.9%,70,+29,$339,"$27,744,372",$29,10
55,53,A Beautiful Planet,Imax,"$23,735",+18.3%,17,-1,"$1,396","$12,415,679",-,78
56,40,Wonder Woman,WB,"$23,385",-50.9%,84,-34,$278,"$412,525,127",$149,21
57,39,City of Rock,WGUSA,"$20,095",-58.3%,6,-16,"$3,349","$267,587",-,3
58,44,Kidnap (2017),Aviron,"$19,893",-39.7%,32,-29,$622,"$30,678,388",$21,12
59,52,Chavela,MBox,"$19,323",-13.1%,11,-3,"$1,757","$99,101",-,3
60,48,Columbus,INDEP,"$17,535",-30.9%,20,-10,$877,"$972,344",-,12
61,61,Dina,Orch.,"$15,547",+32.6%,20,+16,$777,"$39,715",-,3
62,59,Walking Out,IFC,"$15,019",+14.4%,31,+17,$484,"$57,874",-,3
63,43,Chasing the Dragon,WGUSA,"$13,939",-61.0%,3,-14,"$4,646","$429,805",-,4
64,62,All Saints,Sony,"$12,885",+10.5%,55,+16,$234,"$5,794,030",$2,9
65,N,Heal (2017),Pala.,"$12,668",-,1,-,"$12,668","$12,668",-,1
66,N,Tragedy Girls,G&S,"$12,125",-,2,-,"$6,063","$12,125",-,1
67,60,The King's Choice,Gold.,"$11,216",-7.6%,9,-,"$1,246","$93,319",-,5
68,N,RV: Resurrected Victims,WGUSA,"$10,589",-,11,-,$963,"$10,589",-,1
69,65,Friend Request,ENTMP,"$10,486",+9.5%,40,-10,$262,"$3,746,025",$9.9,5
70,N,BPM (Beats Per Minute),Orch.,"$8,566",-,2,-,"$4,283","$8,566",-,1
71,70,Night of the Living Dead (2017 4k Restoration),Jan.,"$8,270",+51.7%,5,+4,"$1,654","$16,933",-,2
72,N,The Paris Opera,FM,"$7,709",-,4,-,"$1,927","$11,047",-,1
73,94,Rumble: The Indians Who Rocked The World,KL,"$7,316",+350.5%,7,+3,"$1,045","$211,036",-,23
74,56,Viceroy's House,IFC,"$7,076",-58.1%,13,-14,$544,"$1,083,964",-,8
75,66,The Trip to Spain,IFC,"$6,528",-15.3%,10,-,$653,"$1,151,893",-,11
76,49,Brad's Status,Annapurna,"$6,410",-72.8%,17,-22,$377,"$2,129,076",-,6
77,N,Aida's Secrets,MBox,"$5,665",-,1,-,"$5,665","$5,665",-,1
78,69,Island of Lemurs: Madagascar (IMAX),WB,"$5,640",-0.4%,1,-2,"$5,640","$10,946,467",-,186
79,57,So B. It,Good Deed,"$5,598",-63.6%,13,-9,$431,"$39,496",-,3
80,97,Maudie,SPC,"$5,040",+239.2%,7,-2,$720,"$6,165,193",-,28
81,N,The Sacrifice (2017 re-release),KL,"$4,696",-,1,-,"$4,696","$4,696",-,1
82,77,78/52: Hitchcock's Shower Scene,IFC,"$4,609",+23.3%,4,+3,"$1,152","$10,868",-,2
83,67,True to the Game,Faith Media,"$4,572",-39.3%,3,-5,"$1,524","$1,227,309",-,7
84,N,Dealt,IFC,"$4,293",-,1,-,"$4,293","$4,293",-,1
85,64,For Ahkeem,Vita.,"$4,140",-60.6%,4,+1,"$1,035","$23,136",-,2
86,73,Born to Be Wild (IMAX),WB,"$3,876",-20.0%,7,-2,$554,"$25,570,020",-,342
87,55,WASTED! The Story of Food Waste,Super,"$3,840",-77.7%,10,-1,$384,"$29,705",-,2
88,114,Manolo: The Boy Who Made Shoes for Lizards,MBox,"$3,602",+394.1%,2,-,"$1,801","$55,402",-,6
89,-,Lost in Paris,Osci.,"$3,362",-,2,-,"$1,681","$683,397",-,19
90,100,Walk With Me,Gathr,"$2,831",+104.3%,38,+3,$75,"$437,419",-,11
91,-,Inseparables,FM,"$2,777",-,1,-,"$2,777","$2,777",-,2
92,71,Una,EF,"$2,668",-50.8%,6,+4,$445,"$17,836",-,3
93,72,The Departure,Mats.,"$2,648",-45.4%,6,+5,$441,"$9,950",-,2
94,68,Bending the Arc,Abr.,"$2,562",-60.6%,3,-,$854,"$17,228",-,3
95,N,Maigret Sets a Trap (2017 re-release),KL,"$2,556",-,1,-,"$2,556","$2,556",-,1
96,81,Paradise (2017),FM,"$2,551",-10.9%,2,-1,"$1,276","$10,783",-,3
97,76,Saving Brinton,BOP,"$2,542",-37.0%,2,-,"$1,271","$23,920",-,6
98,101,Better Watch Out,WGUSA,"$1,825",+39.5%,1,-3,"$1,825","$20,272",-,3
99,78,Rebel in the Rye,IFC,"$1,777",-45.4%,8,-6,$222,"$373,069",-,7
100,116,Man from Outerspace,Indic.,"$1,744",+170.8%,2,-,$872,"$13,139",-,7
101,120,Pop Aye,KL,"$1,677",+298.3%,3,+2,$559,"$77,895",-,17
102,-,The Boss Baby,Fox,"$1,600",-,2,-,$800,"$175,001,565",-,30
103,89,Under the Sea 3D,WB,"$1,371",-30.0%,3,-,$457,"$35,635,748",-,454
104,74,Journey to the South Pacific,Imax,"$1,323",-71.6%,2,-,$662,"$7,608,170",-,204
105,111,30 Years of Garbage: The Garbage Pail Kids Story,Indic.,"$1,245",+58.2%,2,+1,$623,"$24,880",-,11
106,84,Tulip Fever,Wein.,"$1,156",-55.3%,6,-,$193,"$2,407,254",-,8
107,110,Polina,Osci.,"$1,147",+29.0%,1,-1,"$1,147","$165,203",-,9
108,80,The Midwife,MBox,"$1,091",-64.4%,2,-1,$546,"$603,083",-,14
109,83,Beach Rats,Neon,"$1,082",-60.0%,4,-4,$271,"$472,368",-,9
110,-,Thirst Street,Gold.,"$1,052",-,2,-,$526,"$8,073",-,5
111,96,Ribbons,Indic.,"$1,045",-30.4%,2,-,$523,"$22,838",-,5
112,-,Marjorie Prime,FR,$944,-,1,-,$944,"$177,696",-,10
113,79,Man From Earth: Holocene,PDF,$885,-71.5%,1,-1,$885,"$4,452",-,2
114,98,California Typewriter,Grav.,$842,-42.3%,3,-3,$281,"$208,962",-,10
115,87,The Last Dalai Lama?,Mats.,$773,-64.0%,3,+1,$258,"$135,921",-,16
116,113,Rat Film,CGld,$714,-4.2%,1,-,$714,"$27,970",-,6
117,88,Hubble 3D,WB,$667,-68.7%,2,-,$334,"$51,883,579",-,397
118,47,The Big Sick,LGF,$660,-97.5%,2,-62,$330,"$42,873,127",-,18
119,117,The Challenge (2017),KL,$633,+13.8%,1,-,$633,"$8,486",-,7
120,91,Ingrid Goes West,Neon,$630,-63.7%,4,-1,$158,"$3,024,133",-,11
121,105,Signature Move,Newcity,$623,-42.6%,1,-,$623,"$28,159",-,4
122,106,The Teacher,FM,$588,-44.5%,1,-1,$588,"$60,477",-,8
123,90,The Unknown Girl,IFC,$565,-69.7%,4,-1,$141,"$148,217",-,7
124,99,Paradise Club,Indic.,$525,-63.1%,2,-,$263,"$16,537",-,7
125,126,Bugs,KL,$434,+72.2%,3,+1,$145,"$3,264",-,20
126,129,Machines,KL,$410,+238.8%,1,-,$410,"$8,940",-,10
127,102,The Force (2017),KL,$408,-68.3%,1,-2,$408,"$58,154",-,15
128,N,Kills on Wheels,KL,$380,-,1,-,$380,"$13,653",-,1
129,93,In Pursuit of Silence,CGld,$380,-77.3%,1,-1,$380,"$29,050",-,18
130,112,School Life,Magn.,$262,-65.3%,4,-4,$66,"$37,073",-,7
131,-,4 Days in France,CGld,$258,-,1,-,$258,"$11,373",-,11
132,82,Captain Underpants: The First Epic Movie,Fox,$232,-91.7%,2,-36,$116,"$73,903,740",$38,21
133,118,Trophy,Orch.,$188,-62.6%,1,-4,$188,"$21,439",-,7
134,131,The Villainess,WGUSA,$185,+140.3%,1,-,$185,"$27,741",-,9
135,95,Super Dark Times,Orch.,$179,-88.2%,1,-4,$179,"$33,015",-,4
136,123,The Fencer,CFI,$116,-62.8%,1,-,$116,"$90,432",-,14
137,122,Time to Die,FM,$102,-74.2%,1,-1,$102,"$11,038",-,6
