TW,LW,Title (click to view),Studio,Weekend Gross,% Change,Theater Count / Change,Average,Total Gross,Budget*,Week #
19,12,Til Death Do Us Part,NN,"$284,088",-62.2%,310,-240,$916,"$3,224,057",-,3
20,20,Spider-Man: Homecoming,Sony,"$282,953",+3.8%,306,-20,$925,"$333,528,381",$175,15
21,18,Despicable Me 3,Uni.,"$244,730",-15.5%,266,-38,$920,"$263,015,205",$80,16
22,21,The Emoji Movie,Sony,"$181,355",-20.1%,220,-34,$824,"$85,487,846",$50,12
23,14,Home Again,ORF,"$164,526",-71.0%,361,-642,$456,"$26,798,552",$12,6
24,15,A Question Of Faith,PFR,"$153,930",-66.1%,228,-380,$675,"$2,195,224",-,3
25,22,Dunkirk,WB,"$152,419",-32.1%,268,-45,$569,"$187,552,594",$100,13
26,N,American Satan,Sumerian,"$135,378",-,55,-,"$2,461","$135,378",-,1
27,16,mother!,Par.,"$128,374",-66.9%,159,-322,$807,"$17,634,778",$30,5
28,37,Mark Felt: The Man Who Brought Down the White House,SPC,"$117,572",+96.2%,89,+72,"$1,321","$250,884",-,3
29,28,Annabelle: Creation,WB (NL),"$115,801",-21.6%,202,+14,$573,"$101,933,294",$15,10
30,32,Lucky (2017),Magn.,"$114,838",+20.3%,60,+26,"$1,914","$361,909",-,3
31,19,Stronger,RAtt.,"$110,076",-60.4%,174,-161,$633,"$4,034,433",-,4
32,24,Wind River,Wein.,"$109,241",-47.0%,194,-162,$563,"$33,456,946",$11,11
33,17,Judwaa 2,FIP,"$102,256",-67.3%,106,-86,$965,"$1,404,957",-,3
34,23,Leap!,Wein.,"$100,093",-52.8%,185,-216,$541,"$21,426,618",-,8
35,31,Cars 3,BV,"$87,728",-21.3%,119,-12,$737,"$152,743,252",-,18
36,25,The Hitman's Bodyguard,LG/S,"$80,438",-52.2%,165,-149,$488,"$75,184,323",$30,9
37,35,War for the Planet of the Apes,Fox,"$65,589",-18.0%,100,-21,$656,"$146,676,660",$150,14
38,N,Goodbye Christopher Robin,FoxS,"$57,917",-,9,-,"$6,435","$57,917",-,1
39,29,City of Rock,WGUSA,"$48,176",-58.3%,22,-21,"$2,190","$227,519",-,2
40,33,Wonder Woman,WB,"$47,601",-45.1%,118,-37,$403,"$412,486,266",$149,20
41,N,Human Flow,Magn.,"$45,677",-,3,-,"$15,226","$45,677",-,1
42,47,Faces Places,Cohen,"$43,762",+41.1%,25,+20,"$1,750","$93,884",-,2
43,34,Chasing the Dragon,WGUSA,"$35,768",-58.0%,17,-14,"$2,104","$396,241",-,3
44,39,Kidnap (2017),Aviron,"$33,002",-39.0%,61,-16,$541,"$30,649,920",$21,11
45,49,Take Every Wave: The Life of Liard Hamilton,IFC,"$31,381",+24.3%,21,+9,"$1,494","$87,811",-,3
46,44,Dolores,PBS,"$26,460",-39.0%,33,+7,$802,"$486,152",-,7
47,51,The Big Sick,LGF,"$26,421",+26.2%,64,+30,$413,"$42,861,332",-,17
48,48,Columbus,INDEP,"$25,370",-4.0%,30,-6,$846,"$942,500",-,11
49,30,Brad's Status,Annapurna,"$23,582",-79.0%,39,-208,$605,"$2,112,518",-,5
50,40,The Dark Tower,Sony,"$23,437",-56.4%,59,-55,$397,"$50,692,621",$60,11
51,N,Breathe (2017),BST,"$22,285",-,4,-,"$5,571","$22,285",-,1
52,50,Chavela,MBox,"$22,247",-0.9%,14,+10,"$1,589","$63,450",-,2
53,53,A Beautiful Planet,Imax,"$20,071",+2.3%,18,+3,"$1,115","$12,357,116",-,77
54,41,Baby Driver,TriS,"$20,017",-61.0%,48,-47,$417,"$107,816,745",$34,16
55,N,WASTED! The Story of Food Waste,Super,"$17,189",-,11,-,"$1,563","$17,189",-,1
56,46,Viceroy's House,IFC,"$16,895",-60.9%,27,-40,$626,"$1,066,965",-,7
57,68,So B. It,Good Deed,"$15,388",+106.4%,22,+20,$699,"$23,863",-,2
58,N,Tom of Finland,KL,"$13,524",-,1,-,"$13,524","$24,573",-,1
59,72,Walking Out,IFC,"$13,132",+140.4%,14,+12,$938,"$32,991",-,2
60,52,The King's Choice,Gold.,"$12,136",-38.5%,9,-1,"$1,348","$74,876",-,4
61,71,Dina,Orch.,"$11,728",+95.0%,4,+3,"$2,932","$18,730",-,2
62,54,All Saints,Sony,"$11,661",-39.0%,39,-26,$299,"$5,773,671",$2,8
63,56,Logan Lucky,BST,"$10,555",-40.2%,41,-20,$257,"$27,716,430",$29,9
64,N,For Ahkeem,Vita.,"$10,500",-,3,-,"$3,500","$10,500",-,1
65,36,Friend Request,ENTMP,"$9,578",-87.3%,50,-104,$192,"$3,733,254",$9.9,4
66,57,The Trip to Spain,IFC,"$7,705",-56.2%,10,-5,$771,"$1,139,004",-,10
67,55,True to the Game,Faith Media,"$7,526",-57.7%,8,-6,$941,"$1,220,217",-,6
68,83,Bending the Arc,Abr.,"$6,496",+105.6%,3,+1,"$2,165","$12,157",-,2
69,76,Island of Lemurs: Madagascar (IMAX),WB,"$5,663",+13.2%,3,-,"$1,888","$10,937,528",-,185
70,N,Night of the Living Dead (2017 4k Restoration),Jan.,"$5,452",-,1,-,"$5,452","$5,452",-,1
71,70,Una,EF,"$5,423",-11.4%,2,+1,"$2,712","$13,084",-,2
72,N,The Departure,Mats.,"$4,850",-,1,-,"$4,850","$4,850",-,1
73,84,Born to Be Wild (IMAX),WB,"$4,847",+56.2%,9,+3,$539,"$25,563,162",-,341
74,64,Journey to the South Pacific,Imax,"$4,666",-49.7%,2,-,"$2,333","$7,602,808",-,203
75,63,Menashe,A24,"$4,074",-57.3%,7,-4,$582,"$1,699,102",-,12
76,109,Saving Brinton,BOP,"$4,033",+242.9%,2,+1,"$2,017","$19,213",-,5
77,N,78/52: Hitchcock's Shower Scene,IFC,"$3,738",-,1,-,"$3,738","$3,738",-,1
78,67,Rebel in the Rye,IFC,"$3,252",-61.4%,14,-15,$232,"$367,488",-,6
79,N,Man From Earth: Holocene,PDF,"$3,100",-,2,-,"$1,550","$3,100",-,1
80,90,The Midwife,MBox,"$3,063",+42.7%,3,+2,"$1,021","$601,992",-,13
81,88,Paradise (2017),FM,"$2,862",+19.2%,3,+2,$954,"$7,371",-,2
82,60,Captain Underpants: The First Epic Movie,Fox,"$2,790",-77.7%,38,+13,$73,"$73,903,006",$38,20
83,66,Beach Rats,Neon,"$2,703",-68.2%,8,-6,$338,"$468,193",-,8
84,69,Tulip Fever,Wein.,"$2,587",-62.2%,6,-6,$431,"$2,405,104",-,7
85,62,Trafficked,EpicPics,"$2,365",-77.3%,5,-12,$473,"$17,025",-,2
86,121,The Nile Hilton Incident,Strand,"$2,242",+307.6%,2,-,"$1,121","$80,803",-,10
87,77,The Last Dalai Lama?,Mats.,"$2,149",-56.7%,2,-4,"$1,075","$133,604",-,15
88,-,Hubble 3D,WB,"$2,134",-,2,-,"$1,067","$51,877,268",-,396
89,98,Under the Sea 3D,WB,"$1,958",+10.8%,3,-1,$653,"$35,633,736",-,453
90,65,The Unknown Girl,IFC,"$1,862",-78.6%,5,-6,$372,"$146,115",-,6
91,81,Ingrid Goes West,Neon,"$1,735",-51.3%,5,-5,$347,"$3,022,728",-,10
92,-,Dawson City: Frozen Time,KL,"$1,714",-,1,-,"$1,714","$128,265",-,55
93,112,In Pursuit of Silence,CGld,"$1,671",+59.4%,2,+1,$836,"$27,270",-,17
94,-,Rumble: The Indians Who Rocked The World,KL,"$1,624",-,4,-,$406,"$202,363",-,22
95,89,Super Dark Times,Orch.,"$1,522",-29.3%,5,-,$304,"$32,529",-,3
96,95,Ribbons,Indic.,"$1,502",-22.7%,2,-1,$751,"$20,944",-,4
97,73,Maudie,SPC,"$1,486",-71.6%,9,-7,$165,"$6,159,219",-,27
98,74,California Typewriter,Grav.,"$1,459",-72.0%,6,-5,$243,"$206,643",-,9
99,94,Paradise Club,Indic.,"$1,422",-28.7%,2,-1,$711,"$15,192",-,6
100,91,Walk With Me,Gathr,"$1,386",-35.3%,35,-1,$40,"$384,612",-,10
101,59,Better Watch Out,WGUSA,"$1,308",-89.6%,4,-21,$327,"$17,865",-,2
102,-,The Force (2017),KL,"$1,288",-,3,-,$429,"$57,446",-,14
103,43,Earth: One Amazing Day,BBC,"$1,276",-97.2%,2,-68,$638,"$80,869",-,2
104,99,The Women's Balcony,Men.,"$1,194",-32.2%,3,-,$398,"$1,190,186",-,33
105,120,Signature Move,Newcity,"$1,085",+87.1%,1,-,"$1,085","$26,961",-,3
106,85,The Teacher,FM,"$1,060",-57.8%,2,-1,$530,"$56,772",-,7
107,-,Hermia & Helena,KL,"$1,049",-,1,-,"$1,049","$43,104",-,18
108,-,Score: A Film Music Documentary,Grav.,"$1,000",-,1,-,"$1,000","$95,294",-,9
109,58,Pearl Jam - Let's Play Two,Abr.,$976,-93.2%,3,-,$325,"$348,833",-,3
110,113,Polina,Osci.,$889,-15.2%,2,-,$445,"$163,802",-,8
111,96,30 Years of Garbage: The Garbage Pail Kids Story,Indic.,$787,-58.7%,1,-1,$787,"$23,538",-,10
112,92,School Life,Magn.,$754,-64.6%,8,-1,$94,"$35,856",-,6
113,97,Rat Film,CGld,$745,-59.1%,1,-3,$745,"$26,896",-,5
114,80,Manolo: The Boy Who Made Shoes for Lizards,MBox,$729,-84.3%,2,-8,$365,"$50,733",-,5
115,126,Simple Creature,Indic.,$704,+156.0%,1,-,$704,"$23,470",-,11
116,107,Man from Outerspace,Indic.,$644,-46.8%,2,-,$322,"$10,793",-,6
117,124,The Challenge (2017),KL,$556,+76.5%,1,-1,$556,"$7,776",-,6
118,110,Trophy,Orch.,$503,-56.0%,5,-11,$101,"$20,749",-,6
119,111,Bobbi Jene,Osci.,$460,-57.3%,3,+1,$153,"$17,440",-,4
120,100,Pop Aye,KL,$421,-74.4%,1,-2,$421,"$76,001",-,16
121,86,47 Meters Down,ENTMP,$420,-83.0%,1,-6,$420,"$44,307,163",$5.5,18
122,130,Time to Die,FM,$395,+287.3%,2,+1,$198,"$10,840",-,5
123,119,The Fencer,CFI,$312,-51.6%,1,-1,$312,"$90,174",-,13
124,-,The Untamed,Strand,$309,-,1,-,$309,"$27,148",-,13
125,103,Brigsby Bear,SPC,$262,-83.1%,2,-,$131,"$532,616",-,12
126,-,Bugs,KL,$252,-,2,-,$126,"$2,562",-,19
127,128,Memoir of a Murderer,WGUSA,$191,-9.9%,1,-,$191,"$91,335",-,6
128,N,Bad Lucky Goat,FM,$170,-,3,-,$57,$170,-,1
129,-,Machines,KL,$121,-,1,-,$121,"$8,530",-,8
130,108,Demons,Uncork'd,$100,-91.7%,1,-1,$100,"$2,771",-,2
131,127,The Villainess,WGUSA,$77,-71.2%,1,-3,$77,"$27,519",-,8
132,125,Red Christmas,Artsploitati,$75,-72.9%,1,-1,$75,"$2,235",-,8
133,-,"Leon Morin, Priest (2017 re-release)",Rialto,$66,-,1,-,$66,"$44,511",-,23
134,-,Wolf Warrior 2,HC,$66,-,1,-,$66,"$2,721,100",$30.1,12
135,132,A Taxi Driver,WGUSA,$11,-79.2%,1,-6,$11,"$1,527,829",-,10
