TW,LW,Title (click to view),Studio,Weekend Gross,% Change,Theater Count / Change,Average,Total Gross,Budget*,Week #
61,60,Tickled,Magn.,"$9,478",-17.0%,13,+1,$729,"$585,687",-,10
62,48,My Best Friend's Wedding (2016),Sony,"$7,554",-81.1%,25,-12,$302,"$70,841",-,2
63,N,Spa Night,Strand,"$7,056",-,1,-,"$7,056","$7,056",-,1
64,59,Swiss Army Man,A24,"$6,996",-39.9%,16,-,$437,"$4,171,649",-,9
65,71,My King (Mon roi),FM,"$6,707",+6.9%,4,+3,"$1,677","$17,469",-,2
66,66,Born to Be Wild (IMAX),WB,"$6,654",-11.6%,4,-1,"$1,664","$24,920,462",-,281
67,102,"My Love, Don't Cross that River",FM,"$6,003","+1,032.6%",4,+3,"$1,501","$76,457",-,10
68,-,Ixcanul,KL,"$5,980",-,1,-,"$5,980","$22,147",-,20
69,58,Disorder,IFC,"$5,933",-49.3%,3,+1,"$1,978","$24,529",-,2
70,46,The Fight Within,GVN,"$5,531",-90.3%,4,-99,"$1,383","$87,587",-,2
71,57,Hieronymus Bosch: Touched by the Devil,KL,"$5,511",-53.8%,5,-,"$1,102","$76,613",-,6
72,56,Maggie's Plan,SPC,"$5,503",-54.5%,15,-,$367,"$3,332,321",-,14
73,81,Weiner,IFC,"$4,782",+3.0%,1,-2,"$4,782","$1,663,830",-,14
74,77,"Life, Animated",Orch.,"$4,753",-15.9%,10,-13,$475,"$218,630",-,8
75,N,Never,Indic.,"$4,312",-,2,-,"$2,156","$4,312",-,1
76,61,Sudden Fear (2016 re-release),Cohen,"$3,476",-68.8%,21,+8,$166,"$21,974",-,2
77,63,Our Kind of Traitor,RAtt.,"$3,439",-60.5%,9,+1,$382,"$3,139,219",-,8
78,70,Sweet Bean,KL,"$3,095",-50.8%,5,+1,$619,"$113,127",-,23
79,65,Miss Sharon Jones,SM,"$2,838",-64.8%,5,-1,$568,"$48,099",-,4
80,73,The Kind Words,Strand,"$2,681",-54.8%,3,-4,$894,"$132,893",-,9
81,86,Under the Sea 3D,WB,"$2,667",-29.0%,3,-2,$889,"$35,081,872",-,393
82,N,When Two Worlds Collide,FRun,"$2,548",-,1,-,"$2,548","$4,262",-,1
83,88,Wiener-Dog,IFC,"$2,419",-25.9%,4,-1,$605,"$466,445",-,9
84,76,Front Cover,Strand,"$2,328",-59.2%,3,+1,$776,"$21,431",-,3
85,84,The Tenth Man,KL,"$2,161",-48.3%,3,-,$720,"$41,640",-,4
86,79,Dark Horse (2016),SPC,"$1,517",-70.1%,2,-3,$759,"$904,120",-,16
87,104,Cosmos,KL,"$1,461",+332.2%,1,-,"$1,461","$20,991",-,10
88,75,Love Me True,Indic.,"$1,458",-74.7%,1,-1,"$1,458","$8,845",-,2
89,92,The Meddler,SPC,"$1,373",+5.5%,5,+2,$275,"$4,265,673",-,18
90,95,Under the Sun (2016),Icar.,"$1,271",+24.7%,4,+1,$318,"$79,026",-,7
91,69,The Black Dove,Indic.,"$1,256",-82.4%,1,-1,"$1,256","$10,064",-,2
92,108,Sunset Song,Magn.,"$1,226",+357.5%,2,+1,$613,"$159,257",-,15
93,N,A Small Good Thing,KL,"$1,196",-,2,-,$598,"$1,196",-,1
94,-,Viktoria,BWP,"$1,167",-,3,-,$389,"$11,063",-,15
95,78,The Land,IFC,$869,-83.3%,5,-8,$174,"$42,231",-,4
96,83,The Wailing (Goksung),WGUSA,$851,-80.0%,5,-,$170,"$782,108",-,14
97,72,This Last Lonely Place,Indic.,$804,-86.8%,1,-1,$804,"$9,309",-,2
98,-,On Meditation,KL,$772,-,2,-,$386,"$3,752",-,4
99,97,Men Go To Battle,FM,$596,-40.9%,3,+2,$199,"$16,054",-,7
100,98,Apparition Hill,LFlower,$564,-42.0%,1,-,$564,"$8,250",-,3
101,94,Summertime (2016),Strand,$546,-57.5%,3,-,$182,"$33,165",-,5
102,93,The Witness,FR,$518,-60.0%,1,-,$518,"$148,642",-,12
103,N,The Student and Mr. Henri,Distrib.,$486,-,1,-,$486,$486,-,1
104,90,The Seventh Fire,FM,$438,-74.7%,2,-,$219,"$25,126",-,5
105,N,Down By Love,Distrib.,$390,-,2,-,$195,$390,-,1
106,112,Raiders!: The Story of the Greatest Fan Film Ever Made,Drft.,$389,+363.1%,1,-,$389,"$71,877",-,10
107,-,Fritz Lang's Destiny (2016 re-release),KL,$366,-,1,-,$366,"$12,156",-,9
108,109,Island of Lemurs: Madagascar (IMAX),WB,$351,+72.1%,3,+1,$117,"$10,663,974",-,125
109,91,Hot Water,Indic.,$350,-76.9%,1,-1,$350,"$6,079",-,9
110,105,Paths of the Soul,Icar.,$275,-16.9%,1,-,$275,"$24,897",-,15
111,82,Ghost Team,Orch.,$162,-96.4%,1,-9,$162,"$5,999",-,2
