TW,LW,Title (click to view),Studio,Weekend Gross,% Change,Theater Count / Change,Average,Total Gross,Budget*,Week #
68,-,"One Sings, the Other Doesn't",Jan.,"$3,617",-,2,-,"$1,809","$16,191",-,3
69,75,The Quest of Alain Ducasse,Magn.,"$3,463",+27.7%,3,+2,"$1,154","$8,220",-,2
70,81,Back to Burgundy,MBox,"$2,951",+62.4%,3,+1,$984,"$256,201",-,13
71,70,1945,Men.,"$2,801",-14.9%,5,-1,$560,"$730,633",-,33
72,92,Bye Bye Germany,FM,"$2,695",+185.2%,3,-,$898,"$53,787",-,10
73,93,The Doctor from India,Zeit.,"$2,593",+178.2%,3,+1,$864,"$33,325",-,9
74,98,Claire's Camera,CGld,"$2,388",+371.9%,2,+1,"$1,194","$79,980",-,15
75,74,Zama,Strand,"$2,189",-23.7%,3,-,$730,"$188,868",-,10
76,84,Jet Trash,Indic.,"$1,978",+26.8%,2,-1,$989,"$18,241",-,8
77,N,Straight into a Storm,Abr.,"$1,964",-,1,-,"$1,964","$1,964",-,1
78,N,Intersection (2018),Indic.,"$1,940",-,2,-,$970,"$1,940",-,1
79,64,Grace Jones: Bloodlight and Bami,KL,"$1,735",-58.7%,3,-2,$578,"$351,430",-,10
80,71,Rodin,Cohen,"$1,692",-46.2%,2,-2,$846,"$16,248",-,3
81,-,Beauty and the Dogs,Osci.,"$1,652",-,4,-,$413,"$8,915",-,7
82,-,The Great Silence (2018 re-release),FM,"$1,470",-,2,-,$735,"$43,235",-,11
83,100,The Misandrists,Cartilage,"$1,455",+216.3%,3,+1,$485,"$12,308",-,4
84,-,Goodland,PDF,"$1,370",-,1,-,"$1,370","$31,548",-,4
85,79,Leaning Into The Wind,Magn.,"$1,275",-31.1%,2,-2,$638,"$399,684",-,15
86,87,Ganja & Hess (2018 re-release),KL,$824,-29.9%,2,-1,$412,"$13,373",-,3
87,94,Foxtrot,SPC,$618,-11.5%,3,-1,$206,"$617,972",-,16
88,86,Final Portrait,SPC,$602,-52.3%,4,+1,$151,"$460,859",-,13
89,88,Cold Water (2018 re-release),Jan.,$564,-49.6%,1,-,$564,"$30,109",-,8
90,-,Journey to the South Pacific,Imax,$537,-,1,-,$537,"$7,630,088",-,236
91,101,The Happys,Indic.,$504,+12.5%,1,-1,$504,"$20,467",-,14
92,89,Apocalypsis,Indic.,$485,-51.6%,1,-,$485,"$19,940",-,16
93,105,Western,CGld,$364,+42.2%,1,-,$364,"$39,381",-,18
94,99,The Day After,CGld,$330,-28.4%,2,+1,$165,"$21,507",-,6
95,68,Filmworker,KL,$327,-91.3%,3,-4,$109,"$85,022",-,6
96,104,Who We are Now,FR,$312,-,1,-,$312,"$18,828",-,4
97,90,Oh Lucy!,FM,$288,-70.9%,1,-1,$288,"$373,096",-,16
98,76,Saving Brinton,BOP,$288,-87.9%,1,-,$288,"$39,220",-,21
99,106,The Desert Bride,Strand,$263,+16.9%,1,-,$263,"$20,785",-,7
100,95,Lu Over the Wall,GK,$216,-67.9%,2,-2,$108,"$109,243",-,6
101,-,Island of Lemurs: Madagascar (IMAX),WB,$161,-,2,-,$81,"$11,238,114",-,220
102,96,The Endless,WGUSA,$107,-83.3%,1,-1,$107,"$267,938",-,11
