TW,LW,Title (click to view),Studio,Weekend Gross,% Change,Theater Count / Change,Average,Total Gross,Budget*,Week #
37,29,Dirty Grandpa,LGF,"$138,500",-54.5%,217,-145,$638,"$35,378,025",$25,7
38,32,45 Years,IFC,"$100,030",-58.3%,102,-108,$981,"$3,966,264",-,11
39,38,Norm of the North,LGF,"$89,951",-27.8%,177,-63,$508,"$16,948,585",-,8
40,40,Embrace of the Serpent,Osci.,"$70,573",-29.7%,23,+2,"$3,068","$303,711",-,3
41,27,Busco Novio Para Mi Mujer,PNT,"$69,603",-80.9%,79,-278,$881,"$1,654,362",-,3
42,N,Knight of Cups,BG,"$60,551",-,4,-,"$15,138","$60,551",-,1
43,N,The Wave,Magn.,"$60,321",-,33,-,"$1,828","$60,321",-,1
44,47,Only Yesterday (2016 re-release),GK,"$55,185",-5.5%,28,+15,"$1,971","$200,401",-,10
45,36,Fifty Shades of Black,ORF,"$52,780",-60.3%,75,-80,$704,"$11,519,126",-,6
46,39,Carol,Wein.,"$47,298",-60.4%,55,-147,$860,"$12,609,584",-,16
47,65,Concussion (2015),Sony,"$42,106",+252.5%,93,+69,$453,"$34,485,471",$35,11
48,49,The Danish Girl,Focus,"$37,865",-32.1%,51,-16,$742,"$11,074,001",-,15
49,44,The Little Prince,EOne,"$37,309",-41.6%,62,-10,$602,"$519,036",-,4
50,34,2016 Oscar Nominated Short Films,Shrts.,"$34,707",-84.9%,35,-141,$992,"$2,764,336",-,6
51,43,The Forest,Focus,"$34,625",-49.8%,57,-44,$607,"$26,544,362",$10,9
52,46,Joy,Fox,"$30,695",-49.2%,49,-46,$626,"$56,415,623",$60,11
53,48,The Hateful Eight,Wein.,"$29,966",-47.3%,44,-33,$681,"$53,643,037",$44,11
54,59,Spectre,Sony,"$29,757",+28.5%,63,-29,$472,"$199,890,642",$245,18
55,45,Sisters,Uni.,"$29,470",-53.9%,64,-57,$460,"$87,028,670",$30,12
56,51,Mustang,Cohen,"$23,550",-30.4%,21,-6,"$1,121","$760,922",-,16
57,42,Anomalisa,Par.,"$21,131",-74.0%,21,-119,"$1,006","$2,648,109",$8,10
58,55,Dough,Men.,"$20,945",-31.3%,7,-2,"$2,992","$224,377",-,4
59,54,The Martian,Fox,"$20,255",-34.0%,25,-31,$810,"$228,416,202",$108,23
60,-,Requiem for the American Dream,TFC,"$19,447",-,5,-,"$3,889","$44,695",-,6
61,N,Trapped (2016),Abr.,"$17,626",-,3,-,"$5,875","$17,626",-,1
62,52,Bridge of Spies,BV,"$16,710",-46.8%,29,-67,$576,"$72,306,065",$40,21
63,N,Colliding Dreams,ICir,"$16,438",-,4,-,"$4,110","$16,438",-,1
64,60,Hubble 3D,WB,"$15,809",-29.4%,9,+1,"$1,757","$51,259,024",-,301
65,N,Born to be Blue,EOne,"$14,069",-,23,-,$612,"$14,069",-,1
66,68,Youth,FoxS,"$12,818",+19.7%,14,-5,$916,"$2,698,509",-,14
67,72,Rams (Hrútar),Cohen,"$7,916",+49.9%,8,-,$990,"$82,594",-,5
68,57,The Monkey King 2 in 3D,CL,"$7,785",-71.3%,3,-7,"$2,595","$693,173",-,5
69,N,Cemetery of Splendor,Strand,"$7,780",-,2,-,"$3,890","$7,780",-,1
70,56,A War,Magn.,"$7,346",-74.7%,17,-13,$432,"$96,154",-,4
71,63,King Georges,IFC,"$6,516",-56.6%,6,+2,"$1,086","$26,580",-,2
72,N,Late Spring (2016 re-release),Jan.,"$6,456",-,1,-,"$6,456","$6,456",-,1
73,66,The Peanuts Movie,Fox,"$5,671",-51.0%,34,-6,$167,"$130,128,632",$99,18
74,-,Chimes at Midnight (2016 re-release),Jan.,"$5,434",-,2,-,"$2,717","$114,047",-,10
75,58,Like for Likes,CJ,"$5,192",-79.3%,3,-15,"$1,731","$45,363",-,2
76,-,Ingrid Bergman: In Her Own Words,Rialto,"$4,371",-,3,-,"$1,457","$122,891",-,17
77,N,They Will Have to Kill Us First,BBC,"$4,106",-,2,-,"$2,053","$4,106",-,1
78,N,Songs My Brothers Taught Me,KL,"$3,430",-,1,-,"$3,430","$6,180",-,1
79,75,Mountains May Depart,KL,"$3,083",-13.0%,1,-,"$3,083","$25,226",-,4
80,73,Under the Sea 3D,WB,"$3,044",-18.3%,3,-,"$1,015","$34,867,761",-,358
81,74,Aferim!,BWP,"$2,960",-18.3%,8,+4,$370,"$81,830",-,7
82,78,Heart of a Dog,Abr.,"$2,864",+11.1%,3,-1,$955,"$412,674",-,20
83,70,Theeb,FM,"$2,625",-57.0%,3,-9,$875,"$269,063",-,18
84,77,In the Shadow of Women,Distrib.,"$2,451",-9.6%,3,-,$817,"$46,754",-,8
85,91,Of Mind and Music,Mont.,"$2,447","+16,213.3%",2,+1,"$1,224","$4,557",-,4
86,71,Until Forever,Linn,"$2,369",-59.0%,4,-4,$592,"$34,889",-,4
87,N,White Lies,Artma,"$1,740",-,2,-,$870,"$1,740",-,1
88,69,Boy and the World,GK,"$1,728",-79.2%,13,-13,$133,"$124,558",-,13
89,80,Janis: Little Girl Blue,FR,"$1,552",-12.9%,2,-,$776,"$387,643",-,15
90,85,Island of Lemurs: Madagascar (IMAX),WB,"$1,519",+74.4%,6,+2,$253,"$10,554,448",-,101
91,64,Touched with Fire,RAtt.,"$1,065",-91.2%,3,-17,$355,"$146,070",-,4
92,N,Mekong Hotel,Strand,$999,-,1,-,$999,$999,-,1
93,88,Eisenstein in Guanajuato,Strand,$849,+162.8%,3,+1,$283,"$25,815",-,5
94,82,Deep Sea 3D (IMAX),WB,$718,-42.8%,1,-4,$718,"$46,169,895",-,486
95,81,To the Arctic (IMAX),WB,$610,-57.1%,1,-,$610,"$14,416,284",-,185
96,-,The Forbidden Room,KL,$473,-,1,-,$473,"$34,043",-,16
97,84,Born to Be Wild (IMAX),WB,$385,-56.5%,5,-1,$77,"$24,524,532",-,243
98,-,Jafar Panahi's Taxi,KL,$314,-,1,-,$314,"$318,402",-,23
99,-,"Rabin, the Last Day",KL,$214,-,2,-,$107,"$19,517",-,5
