TW,LW,Title (click to view),Studio,Weekend Gross,% Change,Theater Count / Change,Average,Total Gross,Budget*,Week #
1,1,Solo: A Star Wars Story,BV,"$29,396,882",-65.2%,"4,381",-,"$6,710","$148,989,574",-,2
2,2,Deadpool 2,Fox,"$23,178,597",-46.7%,"4,161",-188,"$5,570","$254,506,035",$110,3
3,N,Adrift,STX,"$11,603,039",-,"3,015",-,"$3,848","$11,603,039",$35,1
4,3,Avengers: Infinity War,BV,"$10,507,279",-39.2%,"3,570",-198,"$2,943","$643,006,211",-,6
5,4,Book Club,Par.,"$7,039,033",-30.1%,"3,169",+359,"$2,221","$47,555,781",-,3
6,N,Upgrade,BH Tilt,"$4,670,905",-,"1,457",-,"$3,206","$4,670,905",-,1
7,5,Life of the Party ,WB (NL),"$3,504,625",-34.9%,"2,511",-426,"$1,396","$46,350,255",-,4
8,6,Breaking In (2018),Uni.,"$2,811,515",-34.4%,"1,682",-303,"$1,672","$41,341,530",$6,4
9,N,Action Point,Par.,"$2,390,164",-,"2,032",-,"$1,176","$2,390,164",$19,1
10,8,Overboard (2018),PNT,"$1,949,527",-37.8%,"1,228",+32,"$1,588","$45,497,721",-,5
11,9,A Quiet Place,Par.,"$1,771,171",-27.3%,"1,156",-368,"$1,532","$183,520,369",$17,9
12,7,Show Dogs,Global Road,"$1,527,370",-53.3%,"2,327",-885,$656,"$14,602,851",-,3
13,10,RBG,Magn.,"$1,060,087",-17.7%,432,+17,"$2,454","$7,835,946",-,5
14,11,Rampage (2018),WB (NL),"$620,437",-26.5%,502,-186,"$1,236","$95,111,646",$120,8
15,17,First Reformed,A24,"$421,447",+44.4%,91,+62,"$4,631","$1,023,243",-,3
16,13,I Feel Pretty,STX,"$297,566",-41.8%,315,-236,$945,"$48,324,313",$32,7
17,12,Super Troopers 2,Fox,"$281,771",-54.0%,138,-83,"$2,042","$30,318,666",$13.5,7
18,20,Ready Player One,WB,"$250,873",+15.6%,271,+30,$926,"$136,060,031",-,10
