TW,LW,Title (click to view),Studio,Weekend Gross,% Change,Theater Count / Change,Average,Total Gross,Budget*,Week #
20,16,Ghostbusters (2016),Sony,"$553,532",-48.4%,434,-354,"$1,275","$124,956,153",$144,7
21,18,Ice Age: Collision Course,Fox,"$510,412",-43.6%,455,-327,"$1,122","$61,717,141",$105,6
22,15,Nerve,LGF,"$509,672",-57.2%,455,-404,"$1,120","$36,787,966",$19,5
23,14,Nine Lives (2016),EC,"$504,499",-64.0%,532,-832,$948,"$18,243,519",$30,4
24,22,Don't Think Twice,TFA,"$437,305",+14.3%,150,+50,"$2,915","$2,354,867",-,6
25,21,Cafe Society,LGF,"$336,786",-32.5%,216,-55,"$1,559","$9,989,005",-,7
26,34,Equity,SPC,"$327,825",+146.7%,255,+212,"$1,286","$912,425",-,5
27,24,The BFG,BV,"$314,007",-12.7%,235,+28,"$1,336","$54,319,626",$140,9
28,23,The Legend of Tarzan,WB,"$300,827",-21.2%,288,-50,"$1,045","$125,900,908",$180,9
29,35,The Jungle Book (2016),BV,"$284,256",+120.1%,352,+200,$808,"$363,558,305",$175,20
30,20,Indignation,RAtt.,"$249,625",-51.9%,172,-145,"$1,451","$2,807,565",-,5
31,42,The Shallows,Sony,"$237,150",+213.8%,137,+29,"$1,731","$54,787,550",$17,10
32,26,Captain Fantastic,BST,"$206,958",-13.1%,122,-31,"$1,696","$5,041,834",-,8
33,25,Central Intelligence,WB (NL),"$188,842",-30.1%,206,-50,$917,"$127,380,061",$50,11
34,N,Tunnel,WGUSA,"$172,521",-,36,-,"$4,792","$172,521",-,1
35,19,Anthropoid,BST,"$143,331",-74.4%,124,-317,"$1,156","$2,766,550",-,3
36,28,Hunt for the Wilderpeople,Orch.,"$126,505",-23.5%,100,-25,"$1,265","$4,396,806",-,10
37,32,A Beautiful Planet,Imax,"$125,673",-7.6%,38,+4,"$3,307","$5,653,889",-,18
38,38,"Lo and Behold, Reveries of the Connected World",Magn.,"$122,322",+7.0%,47,+8,"$2,603","$299,947",-,2
39,47,A Tale of Love and Darkness,Focus,"$115,058",+209.5%,26,+24,"$4,425","$166,265",-,2
40,40,Captain America: Civil War,BV,"$83,958",-11.0%,93,-24,$903,"$407,831,122",$250,17
41,N,Remember the Goal,5&2,"$70,136",-,77,-,$911,"$70,136",-,1
42,31,Mike and Dave Need Wedding Dates,Fox,"$69,252",-56.3%,94,-18,$737,"$45,729,092",$33,8
43,33,Independence Day: Resurgence,Fox,"$64,771",-51.6%,112,-44,$578,"$102,872,258",$165,10
44,29,Operation Chromite,CJ,"$58,051",-64.2%,15,-32,"$3,870","$904,216",-,4
45,30,Happy Bhaag Jayegi,Eros,"$56,787",-64.5%,78,-,$728,"$286,181",-,2
46,36,Hillary's America: The Secret History of the Democratic Party,QF,"$55,535",-54.4%,80,-60,$694,"$12,474,172",-,7
47,41,Train to Busan,WGUSA,"$54,823",-32.7%,19,-2,"$2,885","$1,644,123",-,6
48,43,Little Men (2016),Magn.,"$50,409",-21.2%,35,+7,"$1,440","$282,968",-,4
49,44,Teenage Mutant Ninja Turtles: Out of the Shadows,Par.,"$44,214",-29.5%,73,-12,$606,"$81,987,616",$135,13
50,37,Kingsglaive: Final Fantasy: XV,VE,"$43,263",-63.9%,26,+2,"$1,664","$233,569",-,2
51,N,The Hollars,SPC,"$38,210",-,4,-,"$9,553","$38,210",-,1
52,45,Absolutely Fabulous: The Movie,FoxS,"$36,442",-35.6%,38,-14,$959,"$4,655,455",-,6
53,N,Mia Madre,MBox,"$34,098",-,6,-,"$5,683","$34,098",-,1
54,46,The Infiltrator,BG,"$33,342",-36.0%,29,-18,"$1,150","$15,253,165",-,7
55,N,Howards End (2016 Restoration),Cohen,"$23,840",-,2,-,"$11,920","$23,840",-,1
56,N,The Intervention,Gold.,"$23,316",-,17,-,"$1,372","$23,316",-,1
57,49,The People vs. Fritz Bauer,Cohen,"$22,156",-34.4%,8,+2,"$2,770","$73,361",-,2
58,68,Ixcanul,KL,"$19,468",+225.6%,6,+5,"$3,245","$45,887",-,21
59,27,Mohenjo Daro,UTV,"$16,343",-90.6%,22,-148,$743,"$1,250,765",-,3
60,50,The Angry Birds Movie,Sony,"$15,588",-47.7%,45,-24,$346,"$107,483,144",$73,15
61,N,Complete Unknown,IFC,"$14,149",-,2,-,"$7,075","$14,149",-,1
62,55,Morris from America,A24,"$13,640",-13.0%,9,+7,"$1,516","$35,488",-,2
63,79,Miss Sharon Jones,SM,"$13,567",+378.0%,10,+5,"$1,357","$75,080",-,5
64,58,The Music of Strangers,Orch.,"$12,583",+10.7%,18,-2,$699,"$1,122,546",-,12
65,54,Alice Through the Looking Glass,BV,"$11,945",-42.4%,25,-19,$478,"$77,037,635",$170,14
66,59,The Innocents,MBox,"$10,803",+1.0%,12,-6,$900,"$963,393",-,9
67,48,Gleason,ORF,"$10,558",-70.1%,35,-21,$302,"$576,589",-,5
68,51,Our Little Sister,SPC,"$10,028",-61.5%,16,-17,$627,"$346,485",-,8
69,56,Love & Friendship,RAtt.,"$9,018",-40.1%,20,+5,$451,"$13,984,602",-,16
70,63,Spa Night,Strand,"$8,962",+27.0%,2,+1,"$4,481","$20,224",-,2
71,N,Fatima,KL,"$6,221",-,1,-,"$6,221","$18,616",-,1
72,N,Kate Plays Christine,Ghop,"$6,175",-,1,-,"$6,175","$6,175",-,1
73,N,In Order of Disappearance,Magn.,"$5,208",-,2,-,"$2,604","$5,208",-,1
74,61,Tickled,Magn.,"$4,927",-48.0%,8,-5,$616,"$592,966",-,11
75,60,The Lobster (US Release),A24,"$4,511",-57.2%,7,-,$644,"$8,685,182",-,16
76,66,Born to Be Wild (IMAX),WB,"$4,416",-33.6%,4,-,"$1,104","$24,927,636",-,282
77,65,My King (Mon roi),FM,"$4,293",-36.0%,5,+1,$859,"$27,384",-,3
78,77,Our Kind of Traitor,RAtt.,"$4,045",+17.6%,5,-4,$809,"$3,147,251",-,9
79,64,Swiss Army Man,A24,"$3,994",-42.9%,7,-9,$571,"$4,181,351",-,10
80,71,Hieronymus Bosch: Touched by the Devil,KL,"$3,909",-29.1%,1,-4,"$3,909","$85,391",-,7
81,74,"Life, Animated",Orch.,"$3,731",-21.5%,60,+50,$62,"$224,269",-,9
82,-,Elevator to the Gallows (2016 re-issue),Rialto,"$3,531",-,1,-,"$3,531","$53,910",-,4
83,72,Maggie's Plan,SPC,"$3,302",-40.0%,24,+9,$138,"$3,339,104",-,15
84,57,Eat That Question: Frank Zappa in His Own Words,SPC,"$3,242",-71.7%,10,-12,$324,"$330,938",-,10
85,78,Sweet Bean,KL,"$2,439",-21.2%,2,-3,"$1,220","$119,949",-,24
86,70,The Fight Within,GVN,"$2,400",-56.6%,1,-3,"$2,400","$92,352",-,3
87,67,"My Love, Don't Cross that River",FM,"$2,355",-60.8%,2,-2,"$1,178","$80,282",-,11
88,102,The Witness,FR,"$2,336",+351.0%,2,+1,"$1,168","$152,138",-,13
89,81,Under the Sea 3D,WB,"$2,086",-21.8%,3,-,$695,"$35,087,779",-,394
90,52,Sweet Sixteen (Xia You Qiao Mu),CL,"$1,996",-90.7%,2,-7,$998,"$31,538",-,2
91,N,The Sea of Trees,A24,"$1,877",-,2,-,$939,"$1,877",-,1
92,82,When Two Worlds Collide,FRun,"$1,820",-28.6%,1,-,"$1,820","$8,350",-,2
93,85,The Tenth Man,KL,"$1,741",-19.4%,2,-1,$871,"$44,858",-,5
94,75,Never,Indic.,"$1,645",-61.9%,1,-1,"$1,645","$7,747",-,2
95,90,Under the Sun (2016),Icar.,"$1,498",+17.9%,2,-2,$749,"$81,323",-,8
96,101,Summertime (2016),Strand,$874,+60.1%,3,-,$291,"$34,218",-,6
97,62,My Best Friend's Wedding (2016),Sony,$787,-89.6%,1,-24,$787,"$77,830",-,3
98,-,Deep Sea 3D (IMAX),WB,$617,-,1,-,$617,"$46,210,201",-,519
99,-,The Other Side,FM,$606,-,1,-,$606,"$7,693",-,9
100,-,Journey to the South Pacific,Imax,$521,-,1,-,$521,"$7,143,853",-,141
101,86,Dark Horse (2016),SPC,$240,-84.2%,1,-1,$240,"$905,230",-,17
102,-,Kamikaze '89,FM,$196,-,1,-,$196,"$17,462",-,12
103,94,Viktoria,BWP,$180,-84.6%,1,-2,$180,"$11,314",-,17
104,99,Men Go To Battle,FM,$152,-74.5%,1,-2,$152,"$16,511",-,8
105,80,The Kind Words,Strand,$135,-95.0%,1,-2,$135,"$134,562",-,10
106,-,Chevalier,Strand,$122,-,1,-,$122,"$25,676",-,10
107,-,From Afar,Strand,$65,-,1,-,$65,"$30,108",-,11
