TW,LW,Title (click to view),Studio,Weekend Gross,% Change,Theater Count / Change,Average,Total Gross,Budget*,Week #
1,2,The Revenant,Fox,"$16,009,718",-49.6%,"3,711",+152,"$4,314","$119,202,240",$135,5
2,3,Star Wars: The Force Awakens,BV,"$14,078,648",-46.6%,"3,365",-457,"$4,184","$879,110,994",$245,6
3,1,Ride Along 2,Uni.,"$12,456,050",-64.7%,"3,192",+17,"$3,902","$58,606,090",$40,2
4,N,Dirty Grandpa,LGF,"$11,111,875",-,"2,912",-,"$3,816","$11,111,875",$25,1
5,N,The Boy (2016),STX,"$10,778,392",-,"2,671",-,"$4,035","$10,778,392",$10,1
6,N,The 5th Wave,Sony,"$10,326,356",-,"2,908",-,"$3,551","$10,326,356",$38,1
7,4,13 Hours: The Secret Soldiers of Benghazi,Par.,"$9,030,400",-44.2%,"2,917",+528,"$3,096","$32,763,829",$50,2
8,5,Daddy's Home,Par.,"$4,940,848",-48.3%,"2,789",-533,"$1,772","$138,451,113",-,5
9,6,Norm of the North,LGF,"$3,828,087",-44.1%,"2,411",-,"$1,588","$14,024,290",-,2
10,8,The Big Short,Par.,"$3,176,529",-40.1%,"1,351",-414,"$2,351","$56,390,370",$28,7
11,9,Sisters,Uni.,"$1,770,620",-62.2%,"1,602",-711,"$1,105","$84,807,610",$30,6
12,13,Brooklyn,FoxS,"$1,720,675",-4.0%,962,+275,"$1,789","$27,584,996",-,12
13,7,The Forest,Focus,"$1,675,558",-72.0%,"2,010",-499,$834,"$24,982,975",$10,3
14,10,The Hateful Eight,Wein.,"$1,365,069",-61.8%,"1,277","-1,108","$1,069","$50,975,744",$44,5
15,20,Room,A24,"$1,335,563",+75.8%,862,+569,"$1,549","$7,864,357",-,15
16,14,Spotlight,ORF,"$1,273,626",-22.8%,"1,030",+45,"$1,237","$32,902,971",-,12
17,12,Joy,Fox,"$1,136,527",-61.0%,966,-830,"$1,177","$54,196,165",$60,5
18,11,Alvin and the Chipmunks: The Road Chip,Fox,"$1,105,310",-62.3%,"1,204","-1,017",$918,"$82,521,026",-,6
19,N,Ip Man 3,WGUSA,"$784,839",-,103,-,"$7,620","$784,839",-,1
20,15,Carol,Wein.,"$644,746",-55.8%,692,-98,$932,"$10,579,777",-,10
21,21,The Danish Girl,Focus,"$526,374",-26.2%,794,+315,$663,"$9,719,751",-,9
22,18,The Good Dinosaur,BV,"$503,394",-50.9%,467,-345,"$1,078","$119,987,799",-,9
23,16,The Hunger Games: Mockingjay - Part 2,LGF,"$477,383",-57.8%,516,-281,$925,"$280,302,457",$160,10
24,17,Creed,WB (NL),"$430,391",-61.4%,558,-320,$771,"$108,240,150",$35,9
25,24,Anomalisa,Par.,"$364,602",+19.4%,143,+106,"$2,550","$1,400,301",$8,4
26,29,Bridge of Spies,BV,"$341,415",+72.2%,523,+350,$653,"$71,496,459",$40,15
27,22,The Martian,Fox,"$281,167",-37.9%,276,+1,"$1,019","$227,616,581",$108,17
28,19,Concussion (2015),Sony,"$258,401",-72.7%,315,-726,$820,"$33,806,210",$35,5
29,40,The Lady in the Van,SPC,"$175,280",+184.7%,30,+26,"$5,843","$317,709",-,6
30,25,Spectre,Sony,"$170,228",-41.6%,217,-71,$784,"$199,270,555",$245,12
31,37,45 Years,IFC,"$159,851",+66.1%,39,+25,"$4,099","$680,260",-,5
32,28,The Peanuts Movie,Fox,"$151,058",-35.2%,220,-39,$687,"$129,739,758",$99,12
33,30,In the Heart of the Sea,WB,"$136,023",-27.3%,202,-34,$673,"$24,701,780",$100,7
34,31,Hotel Transylvania 2,Sony,"$113,423",-33.2%,139,-18,$816,"$169,464,719",$80,18
35,23,Point Break (2015),WB,"$95,267",-78.0%,138,-366,$690,"$28,263,554",$105,5
36,38,Trumbo (2015),BST,"$94,525",+9.8%,136,+70,$695,"$7,489,034",-,12
37,34,Goosebumps,Sony,"$91,788",-21.9%,106,-19,$866,"$79,877,449",$58,15
38,33,Son of Saul,SPC,"$91,715",-24.6%,34,+13,"$2,698","$498,239",-,6
39,32,Youth,FoxS,"$81,846",-45.7%,76,-18,"$1,077","$2,404,130",-,8
40,26,Detective Chinatown (Tang ren jie tan an),CL,"$70,211",-74.9%,36,+3,"$1,950","$435,718",-,2
41,N,Caged No More,Free,"$69,372",-,116,-,$598,"$69,372",-,1
42,36,Mustang,Cohen,"$50,524",-48.6%,54,-3,$936,"$438,076",-,10
43,27,Wazir,Relbig.,"$44,187",-82.9%,32,-63,"$1,381","$1,099,050",-,3
44,35,Bajirao Mastani,Eros,"$28,394",-72.5%,302,-,$94,"$6,529,790",-,6
45,39,The Himalayas,CJ,"$24,099",-65.2%,9,-10,"$2,678","$655,584",-,6
46,78,Burnt,Wein.,"$21,720","+3,834.8%",61,+57,$356,"$13,625,291",$20,13
47,47,Hubble 3D,WB,"$21,313",+26.2%,6,-2,"$3,552","$50,962,475",-,288
48,N,Monster Hunt,FR,"$21,074",-,45,-,$468,"$21,074",-,1
49,N,Aferim!,BWP,"$15,892",-,5,-,"$3,178","$15,892",-,1
50,-,Boy and the World,GK,"$13,963",-,17,-,$821,"$31,543",-,6
51,69,Heart of a Dog,Abr.,"$12,505",+370.5%,7,+3,"$1,786","$351,349",-,14
52,N,Jeruzalem,EpicPics,"$11,287",-,1,-,"$11,287","$11,287",-,1
53,59,Theeb,FM,"$10,376",+65.2%,18,+10,$576,"$200,856",-,12
54,45,Ho Mann Jahaan,Eros,"$6,966",-67.1%,23,-,$303,"$196,336",-,4
55,-,Pierrot le fou (2015 re-issue),Rialto,"$6,816",-,1,-,"$6,816","$22,731",-,3
56,42,Macbeth (2015),Wein.,"$6,554",-78.0%,12,-7,$546,"$1,057,400",-,8
57,56,Janis: Little Girl Blue,FR,"$5,915",-19.7%,6,-2,$986,"$343,405",-,9
58,43,Mr. Six,CL,"$4,882",-83.5%,2,-9,"$2,441","$1,413,054",-,5
59,65,Grandma (2015),SPC,"$4,707",+13.4%,22,+9,$214,"$6,963,497",$0.6,23
60,55,Chi-Raq,RAtt.,"$4,250",-45.0%,9,-8,$472,"$2,647,377",-,8
61,68,Hitchcock/Truffaut,Cohen,"$3,467",+24.2%,6,-6,$578,"$283,674",-,8
61,68,Under the Sea 3D,WB,"$3,451",+18.8%,3,+1,"$1,150","$34,829,438",-,345
62,N,Mojave,A24,"$3,303",-,26,-,$127,"$6,320",-,1
63,-,Remember You,CJ,"$3,276",-,2,-,"$1,638","$11,800",-,2
64,79,Journey to the South Pacific,Imax,"$3,264",+522.9%,2,-,"$1,632","$7,098,033",-,95
65,74,Island of Lemurs: Madagascar (IMAX),WB,"$3,012",+77.7%,6,+2,$502,"$10,493,965",-,95
66,N,Synchronicity,Magn.,"$2,859",-,5,-,$572,"$2,859",-,1
67,76,Born to Be Wild (IMAX),WB,"$2,824",+180.4%,4,-,$706,"$24,471,011",-,231
68,-,The Treasure,SDS,"$2,705",-,5,+2,$541,"$32,149",-,3
69,57,Truth,SPC,"$2,345",-66.6%,9,-5,$261,"$2,534,912",-,15
70,81,Yosemite,Mont.,"$2,177",+553.8%,3,-1,$726,"$10,153",-,4
71,67,Ingrid Bergman: In Her Own Words,Rialto,"$1,970",-39.8%,4,+1,$493,"$59,573",-,11
72,63,Trust Fund,Trans,"$1,747",-63.9%,1,-2,"$1,747","$33,408",-,3
73,-,A Perfect Day,IFC,"$1,468",-,2,-,$734,"$3,969",-,2
74,62,Labyrinth of Lies,SPC,"$1,194",-77.1%,6,-,$199,"$782,407",-,17
75,-,To the Arctic (IMAX),WB,"$1,152",-,1,-,"$1,152","$14,403,791",-,173
76,66,Troublemakers: The Story of Land Art,FRun,"$1,081",-68.2%,4,+1,$270,"$19,043",-,3
77,-,Anesthesia,IFC,"$1,047",-,7,+5,$150,"$20,035",-,3
78,72,Woodlawn,PFR,"$1,043",-50.0%,4,+2,$261,"$14,391,198",-,15
79,61,Only Yesterday (2016 re-release),GK,$989,-81.8%,1,-,$989,"$51,033",-,4
80,84,Remember (Canada Release),EOne,$975,+786.4%,4,-1,$244,"$527,498",-,15
81,-,The Winding Stream,Argo.,$863,-,1,-,$863,"$18,389",-,6
82,41,Dictator,Eros,$836,-97.3%,19,-,$44,"$104,332",-,2
83,-,Dark Star: H.R. Giger's World,Icar.,$542,-,1,-,$542,"$61,845",-,21
84,70,The Letters,Free,$259,-90.0%,2,-3,$130,"$1,646,574",-,8
85,77,Deep Sea 3D (IMAX),WB,$26,-96.5%,1,-2,$26,"$46,154,771",-,473
