TW,LW,Title (click to view),Studio,Weekend Gross,% Change,Theater Count / Change,Average,Total Gross,Budget*,Week #
57,62,Grandma (2015),SPC,"$14,214",+187.5%,38,+31,$374,"$6,944,502",$0.6,21
58,N,The Treasure,SDS,"$13,624",-,3,-,"$4,541","$13,624",-,1
59,55,Suffragette,Focus,"$11,738",+3.3%,21,-,$559,"$4,693,356",-,12
60,46,Chi-Raq,RAtt.,"$10,189",-66.5%,14,-3,$728,"$2,622,371",-,6
61,52,Only Yesterday (2016 re-release),GK,"$8,004",-46.5%,1,-,"$8,004","$32,879",-,2
62,N,Anesthesia,IFC,"$6,747",-,1,-,"$6,747","$6,747",-,1
63,-,Ingrid Bergman: In Her Own Words,Rialto,"$5,580",-,2,-,"$2,790","$48,693",-,8
64,N,Troublemakers: The Story of Land Art,FRun,"$5,424",-,4,-,"$1,356","$5,424",-,1
65,61,The Letters,Free,"$5,011",-0.5%,5,-1,"$1,002","$1,640,388",-,6
66,60,Woodlawn,PFR,"$4,693",-16.8%,8,-,$587,"$14,386,588",-,13
67,63,Labyrinth of Lies,SPC,"$4,685",+1.6%,8,+4,$586,"$770,063",-,15
68,-,Censored Voices,MBox,"$4,654",-,3,-,"$1,551","$34,151",-,8
69,82,Entertainment,Magn.,"$4,280","+6,587.5%",1,-,"$4,280","$44,242",-,9
70,75,Flowers,MBox,"$3,813",+320.4%,5,+3,$763,"$55,479",-,11
71,58,Heart of a Dog,Abr.,"$3,783",-49.2%,4,-4,$946,"$329,856",-,12
72,78,Remember (Canada Release),EOne,"$3,395",+392.0%,8,+3,$424,"$511,072",-,13
73,69,The Winding Stream,Argo.,"$3,311",+64.5%,1,-,"$3,311","$16,408",-,4
74,N,Lamb (2016),Orch.,"$3,150",-,2,-,"$1,575","$3,150",-,1
75,68,Truth,SPC,"$2,788",+34.9%,7,+2,$398,"$2,521,182",-,13
76,66,Noma - My Perfect Storm,Magn.,"$2,309",-22.1%,4,-,$577,"$19,554",-,4
77,65,Theeb,FM,"$2,245",-44.9%,6,-,$374,"$170,096",-,10
78,77,Island of Lemurs: Madagascar (IMAX),WB,"$2,137",+188.0%,4,+1,$534,"$10,475,190",-,93
79,59,Under the Sea 3D,WB,"$1,807",-69.5%,1,-,"$1,807","$34,822,348",-,341
80,70,Amy,A24,"$1,708",-13.7%,1,-1,"$1,708","$8,412,034",-,28
81,67,Burnt,Wein.,"$1,591",-27.8%,3,+1,$530,"$13,598,938",$20,11
82,64,Yosemite,Mont.,"$1,402",-68.6%,2,-,$701,"$7,156",-,2
83,72,Born to Be Wild (IMAX),WB,$686,-45.5%,3,+1,$229,"$24,460,992",-,227
84,74,Deep Sea 3D (IMAX),WB,$598,-38.7%,2,+1,$299,"$46,150,993",-,469
85,-,River of Fundament,ICir,$540,-,1,-,$540,"$14,521",-,3
86,71,The World of Kanako,Drft.,$434,-65.9%,1,-2,$434,"$15,336",-,6
87,73,Journey to the South Pacific,Imax,$391,-67.6%,2,-2,$196,"$7,091,888",-,91
88,-,Space Station 3-D (IMAX),Imax,$293,-,1,-,$293,"$93,153,129",-,679
89,81,The Lady in the Car with Glasses and a Gun,Magn.,$64,-59.2%,1,-,$64,"$2,033",-,4
90,-,To the Arctic (IMAX),WB,$28,-,1,-,$28,"$14,401,615",-,170
91,79,The Summer of Sangaile,Strand,$26,-95.5%,1,-1,$26,"$1,884",-,7
