TW,LW,Title (click to view),Studio,Weekend Gross,% Change,Theater Count / Change,Average,Total Gross,Budget*,Week #
52,65,The King's Choice,Gold.,"$19,739",+68.2%,10,+5,"$1,974","$51,689",-,3
53,53,A Beautiful Planet,Imax,"$19,615",+7.3%,15,-,"$1,308","$12,313,753",-,76
54,33,All Saints,Sony,"$19,115",-68.0%,65,-117,$294,"$5,750,509",$2,7
55,42,True to the Game,Faith Media,"$17,804",-57.0%,14,-14,"$1,272","$1,203,985",-,5
56,32,Logan Lucky,BST,"$17,654",-79.8%,61,-139,$289,"$27,696,505",$29,8
57,50,The Trip to Spain,IFC,"$17,594",-8.0%,15,-15,"$1,173","$1,120,322",-,9
58,37,Pearl Jam - Let's Play Two,Abr.,"$14,431",-72.9%,3,-2,"$4,810","$339,322",-,2
59,N,Better Watch Out,WGUSA,"$12,569",-,25,-,$503,"$12,569",-,1
60,56,Captain Underpants: The First Epic Movie,Fox,"$12,495",-26.0%,25,-15,$500,"$73,895,861",$38,19
61,86,Good Time,A24,"$10,865",+220.5%,6,-7,"$1,811","$1,999,047",-,9
62,N,Trafficked,EpicPics,"$10,413",-,17,-,$613,"$10,413",-,1
63,61,Menashe,A24,"$9,548",-31.9%,11,-18,$868,"$1,688,620",-,11
64,73,Journey to the South Pacific,Imax,"$9,282",+47.9%,2,-,"$4,641","$7,584,926",-,202
65,47,The Unknown Girl,IFC,"$8,689",-57.5%,11,-17,$790,"$142,332",-,5
66,54,Beach Rats,Neon,"$8,489",-53.3%,14,-6,$606,"$457,845",-,7
67,43,Rebel in the Rye,IFC,"$8,424",-75.6%,29,-42,$290,"$354,375",-,5
68,N,So B. It,Good Deed,"$7,455",-,2,-,"$3,728","$7,455",-,1
69,52,Tulip Fever,Wein.,"$6,839",-63.6%,12,-30,$570,"$2,399,374",-,6
70,N,Una,EF,"$6,120",-,1,-,"$6,120","$6,120",-,1
71,N,Dina,Orch.,"$6,015",-,1,-,"$6,015","$6,015",-,1
72,N,Walking Out,IFC,"$5,462",-,2,-,"$2,731","$5,462",-,1
73,67,Maudie,SPC,"$5,234",-41.1%,16,-2,$327,"$6,152,646",-,26
74,55,California Typewriter,Grav.,"$5,203",-69.8%,11,-9,$473,"$202,320",-,8
75,69,Lost in Paris,Osci.,"$5,029",-35.4%,9,-3,$559,"$675,958",-,17
76,71,Island of Lemurs: Madagascar (IMAX),WB,"$5,001",-23.2%,3,-,"$1,667","$10,926,160",-,184
77,70,The Last Dalai Lama?,Mats.,"$4,959",-35.5%,6,-2,$827,"$129,971",-,14
78,N,Overdrive,VE,"$4,797",-,20,-,$240,"$4,797",-,1
79,74,The Pathological Optimist,TFA,"$4,700",-21.0%,2,+1,"$2,350","$11,222",-,2
80,75,Manolo: The Boy Who Made Shoes for Lizards,MBox,"$4,644",-21.4%,10,+1,$464,"$47,943",-,4
81,60,Ingrid Goes West,Neon,"$3,566",-75.4%,10,-38,$357,"$3,019,057",-,9
82,-,Spettacolo,Ghop,"$3,244",-,3,-,"$1,081","$15,919",-,5
83,N,Bending the Arc,Abr.,"$3,160",-,2,-,"$1,580","$3,160",-,1
84,93,Born to Be Wild (IMAX),WB,"$3,104",+39.6%,6,+1,$517,"$25,554,261",-,340
85,113,The Teacher,FM,"$2,512",+161.1%,3,+1,$837,"$54,576",-,6
86,58,47 Meters Down,ENTMP,"$2,467",-83.7%,7,-21,$352,"$44,305,641",$5.5,17
87,128,The Wound,KL,"$2,429","+1,552.4%",2,+1,"$1,215","$29,963",-,30
88,N,Paradise (2017),FM,"$2,401",-,1,-,"$2,401","$2,401",-,1
89,48,Super Dark Times,Orch.,"$2,153",-88.9%,5,-16,$431,"$29,759",-,2
90,81,The Midwife,MBox,"$2,146",-54.5%,1,-7,"$2,146","$596,290",-,12
91,98,Walk With Me,Gathr,"$2,143",+4.1%,36,-1,$60,"$332,259",-,9
92,87,School Life,Magn.,"$2,129",-30.5%,9,+1,$237,"$31,249",-,5
93,78,Step (2017),FoxS,"$2,043",-59.2%,5,-3,$409,"$1,144,975",-,10
94,108,Paradise Club,Indic.,"$1,994",+52.2%,3,+1,$665,"$11,950",-,5
95,88,Ribbons,Indic.,"$1,944",-35.5%,3,-,$648,"$17,787",-,3
96,106,30 Years of Garbage: The Garbage Pail Kids Story,Indic.,"$1,907",+34.4%,2,-,$954,"$22,251",-,9
97,107,Rat Film,CGld,"$1,821",+37.4%,4,+3,$455,"$25,258",-,4
98,97,Under the Sea 3D,WB,"$1,767",-15.7%,4,+1,$442,"$35,630,529",-,452
99,105,The Women's Balcony,Men.,"$1,762",+16.0%,3,-,$587,"$1,187,629",-,32
100,118,Pop Aye,KL,"$1,645",+159.9%,3,+2,$548,"$72,773",-,15
101,85,Detroit,Annapurna,"$1,560",-57.5%,11,-10,$142,"$16,788,494",$34,11
102,79,Marjorie Prime,FR,"$1,549",-68.8%,2,-3,$775,"$174,051",-,8
103,90,Brigsby Bear,SPC,"$1,548",-38.4%,2,-3,$774,"$531,684",-,11
104,62,Woodshock,A24,"$1,539",-88.6%,9,-30,$171,"$41,258",-,3
105,77,Wish Upon,BG,"$1,325",-75.0%,4,-7,$331,"$14,301,001",$12,13
106,92,Patti Cake$,FoxS,"$1,231",-48.5%,6,-1,$205,"$797,534",-,8
107,102,Man from Outerspace,Indic.,"$1,210",-26.9%,2,-,$605,"$9,701",-,5
108,N,Demons,Uncork'd,"$1,202",-,2,-,$601,"$2,446",-,1
109,80,Saving Brinton,BOP,"$1,176",-76.1%,1,-1,"$1,176","$14,011",-,4
110,100,Trophy,Orch.,"$1,143",-39.0%,16,-5,$71,"$19,455",-,5
111,95,Bobbi Jene,Osci.,"$1,077",-51.0%,2,+1,$539,"$15,981",-,3
113,84,Polina,Osci.,"$1,048",-71.6%,2,-7,$524,"$161,531",-,7
112,110,In Pursuit of Silence,CGld,"$1,048",-16.0%,1,-,"$1,048","$25,113",-,16
114,68,The Tiger Hunter,Shout!,$995,-87.4%,2,-21,$498,"$62,127",-,3
115,130,The Hero,Orch.,$904,+714.4%,2,+1,$452,"$4,077,270",-,18
116,103,Thirst Street,Gold.,$824,-50.1%,3,+2,$275,"$6,483",-,3
117,-,Space Station 3-D (IMAX),Imax,$709,-,2,-,$355,"$93,298,284",-,792
118,96,"Love, Kennedy",Purd.,$706,-66.6%,2,-1,$353,"$407,019",-,19
119,91,The Fencer,CFI,$644,-73.1%,2,-2,$322,"$89,353",-,12
120,51,Signature Move,Newcity,$580,-96.9%,1,-,$580,"$24,254",-,2
121,123,The Nile Hilton Incident,Strand,$550,+38.5%,2,+1,$275,"$78,460",-,9
122,94,May It Last: A Portrait Of The Avett Brothers,Osci.,$545,-75.3%,5,+1,$109,"$704,763",-,4
123,124,13 Minutes,SPC,$500,+96.1%,4,+3,$125,"$161,235",-,15
124,125,The Challenge (2017),KL,$315,+32.9%,2,+1,$158,"$7,092",-,5
125,-,Red Christmas,Artsploitati,$277,-,2,+1,$139,"$1,927",-,7
126,121,Simple Creature,Indic.,$275,-47.6%,1,-1,$275,"$22,766",-,10
127,115,The Villainess,WGUSA,$267,-71.2%,4,-,$67,"$27,442",-,7
128,83,Memoir of a Murderer,WGUSA,$212,-94.5%,1,-2,$212,"$91,144",-,5
129,99,Because of Gracia,AAE,$134,-93.3%,1,-8,$134,"$90,762",-,4
130,-,Time to Die,FM,$102,-,1,-,$102,"$9,820",-,4
131,57,The Boss Baby,Fox,$100,-99.3%,2,-30,$50,"$174,999,690",-,28
132,82,A Taxi Driver,WGUSA,$53,-98.8%,7,-,$8,"$1,527,818",-,9
