TW,LW,Title (click to view),Studio,Weekend Gross,% Change,Theater Count / Change,Average,Total Gross,Budget*,Week #
86,80,Hieronymus Bosch: Touched by the Devil,KL,"$2,174",-44.4%,1,-,"$2,174","$90,936",-,8
87,72,Kate Plays Christine,Ghop,"$1,864",-69.8%,1,-,"$1,864","$12,993",-,2
88,90,Sweet Sixteen (Xia You Qiao Mu),CL,"$1,434",-28.2%,1,-1,"$1,434","$34,327",-,3
89,75,The Lobster (US Release),A24,"$1,332",-70.5%,6,-1,$222,"$8,689,412",-,17
90,78,Our Kind of Traitor,RAtt.,"$1,274",-68.5%,3,-2,$425,"$3,150,492",-,10
91,85,Sweet Bean,KL,"$1,177",-51.7%,2,-,$589,"$123,231",-,25
92,86,The Fight Within,GVN,$978,-59.3%,1,-,$978,"$93,893",-,4
93,81,"Life, Animated",Orch.,$974,-73.9%,6,-54,$162,"$227,250",-,10
94,N,Klown Forever,Drft.,$860,-,5,-,$172,$860,-,1
95,97,Deep Sea 3D (IMAX),WB,$770,+24.8%,1,-,$770,"$46,211,726",-,521
96,-,Seed: The Untold Story,CEye,$504,-,3,-,$168,"$5,459",-,2
97,93,The Tenth Man,KL,$500,-71.3%,1,-1,$500,"$45,607",-,6
98,104,The Kind Words,Strand,$288,+113.3%,1,-,$288,"$135,016",-,11
99,-,Hubble 3D,WB,$221,-,1,-,$221,"$51,705,816",-,337
100,99,Journey to the South Pacific,Imax,$216,-58.5%,1,-,$216,"$7,144,117",-,143
101,-,Paths of the Soul,Icar.,$200,-,1,-,$200,"$25,308",-,17
103,N,A Beautiful Now,Mont.,$148,-,1,-,$148,$148,-,1
102,-,Ghost Team,Orch.,$148,-,1,-,$148,"$6,186",-,4
104,-,Last Cab to Darwin,FRun,$138,-,1,-,$138,"$32,794",-,12
105,-,Space Station 3-D (IMAX),Imax,$128,-,1,-,$128,"$93,215,588",-,723
106,-,Island of Lemurs: Madagascar (IMAX),WB,$102,-,1,-,$102,"$10,664,148",-,127
