TW,LW,Title (click to view),Studio,Weekend Gross,% Change,Theater Count / Change,Average,Total Gross,Budget*,Week #
79,85,Band of Outsiders (2016 re-issue),Rialto,"$2,010",+155.7%,1,-,"$2,010","$33,055",-,10
80,72,Argentina,FRun,"$1,668",-50.8%,2,-1,$834,"$12,985",-,4
81,80,Green Room,A24,"$1,512",+37.1%,3,-,$504,"$3,219,029",-,13
82,69,High-Rise,Magn.,"$1,414",-65.9%,3,-4,$471,"$320,558",-,9
83,-,A Monster with a Thousand Heads,MBox,"$1,236",-,1,-,"$1,236","$24,852",-,8
84,-,Therapy for a Vampire,MBox,"$1,228",-,2,-,$614,"$26,382",-,5
85,-,The Fallen Idol (2016 re-issue),Rialto,"$1,112",-,1,-,"$1,112","$51,851",-,7
86,-,Unlocking the Cage,FRun,$998,-,2,-,$499,"$26,111",-,7
87,-,Cosmos,KL,$936,-,1,-,$936,"$14,457",-,4
88,-,The Measure of a Man,KL,$884,-,1,-,$884,"$110,324",-,13
89,78,Germans & Jews,FRun,$880,-48.1%,1,-,$880,"$22,928",-,5
90,76,Wedding Doll,Strand,$784,-70.7%,2,-2,$392,"$55,599",-,13
91,92,Almost Holy,Orch.,$773,+891.0%,1,-,$773,"$20,607",-,8
92,83,Paths of the Soul,Icar.,$743,-16.5%,1,-,$743,"$20,324",-,9
93,84,Journey to the South Pacific,Imax,$725,-17.1%,1,-2,$725,"$7,141,704",-,137
94,86,Hubble 3D,WB,$681,-6.7%,2,-1,$341,"$51,696,299",-,330
95,-,Island of Lemurs: Madagascar (IMAX),WB,$574,-,2,-,$287,"$10,658,746",-,119
96,68,Our Last Tango,Strand,$530,-87.4%,2,-2,$265,"$98,343",-,13
97,88,Presenting Princess Shaw,Magn.,$440,+44.3%,1,-,$440,"$34,070",-,7
98,-,Dreams Rewired,Icar.,$381,-,1,-,$381,"$11,843",-,24
99,87,Aferim!,BWP,$148,-66.8%,1,-1,$148,"$106,525",-,25
100,-,Galapagos (IMAX),Imax,$10,-,1,-,$10,"$18,563,468",-,820
