TW,LW,Title (click to view),Studio,Weekend Gross,% Change,Theater Count / Change,Average,Total Gross,Budget*,Week #
23,17,Don't Think Twice,TFA,"$365,050",-2.3%,70,+13,"$5,215","$1,210,322",-,4
24,15,Captain Fantastic,BST,"$349,149",-40.7%,175,-188,"$1,995","$4,274,625",-,6
25,13,Hillary's America: The Secret History of the Democratic Party,QF,"$328,625",-64.7%,327,-345,"$1,005","$12,019,096",-,5
26,42,Operation Chromite,CJ,"$301,276",+851.5%,114,+113,"$2,643","$363,259",-,2
27,21,The BFG,BV,"$273,974",-7.3%,193,-41,"$1,420","$53,304,512",$140,7
28,19,Hunt for the Wilderpeople,Orch.,"$225,467",-32.8%,140,-36,"$1,610","$3,888,588",-,8
29,23,The Jungle Book (2016),BV,"$188,907",-12.9%,186,-14,"$1,016","$362,989,473",$175,18
30,24,Captain America: Civil War,BV,"$182,276",-12.0%,162,-12,"$1,125","$407,511,059",$250,15
31,27,Independence Day: Resurgence,Fox,"$148,641",-19.9%,156,-9,$953,"$102,555,598",$165,8
32,29,A Beautiful Planet,Imax,"$145,051",-18.2%,35,-2,"$4,144","$5,148,983",-,16
33,32,Gleason,ORF,"$132,646",+18.5%,148,+79,$896,"$448,737",-,3
34,38,Equity,SPC,"$131,681",+141.6%,30,+26,"$4,389","$331,030",-,3
35,25,Train to Busan,WGUSA,"$129,155",-32.3%,28,-8,"$4,613","$1,352,082",-,4
36,39,Now You See Me 2,LG/S,"$122,449",+138.8%,151,+66,$811,"$64,845,898",-,10
37,20,Absolutely Fabulous: The Movie,FoxS,"$121,855",-63.4%,91,-135,"$1,339","$4,459,541",-,4
38,40,The Shallows,Sony,"$109,528",+183.1%,122,+53,$898,"$54,390,098",$17,8
39,22,Mike and Dave Need Wedding Dates,Fox,"$106,695",-61.5%,139,-158,$768,"$45,379,148",$33,6
40,30,Teenage Mutant Ninja Turtles: Out of the Shadows,Par.,"$100,813",-25.5%,117,-24,$862,"$81,813,539",$135,11
41,28,The Purge: Election Year,Uni.,"$71,585",-60.6%,116,-91,$617,"$79,003,080",$10,7
42,33,The Angry Birds Movie,Sony,"$66,415",-31.4%,109,-45,$609,"$107,364,299",$73,13
43,26,The Infiltrator,BG,"$62,770",-66.3%,39,-109,"$1,609","$15,100,586",-,5
44,43,Little Men (2016),Magn.,"$60,537",+99.3%,10,+8,"$6,054","$107,823",-,2
45,35,The Conjuring 2,WB (NL),"$58,710",-37.4%,81,-85,$725,"$102,420,752",$40,10
46,N,The Fight Within,GVN,"$57,124",-,103,-,$555,"$57,124",-,1
47,34,Alice Through the Looking Glass,BV,"$52,069",-44.7%,86,-40,$605,"$76,964,873",$170,12
48,N,My Best Friend's Wedding (2016),Sony,"$39,984",-,37,-,"$1,081","$39,984",-,1
49,36,The Innocents,MBox,"$30,425",-54.1%,37,-12,$822,"$917,411",-,7
50,44,Our Little Sister,SPC,"$30,263",+3.5%,22,-1,"$1,376","$283,197",-,6
51,37,Me Before You,WB (NL),"$28,589",-55.3%,51,-52,$561,"$56,228,651",$20,11
52,41,Love & Friendship,RAtt.,"$24,410",-32.9%,23,-11,"$1,061","$13,936,447",-,14
53,53,Eat That Question: Frank Zappa in His Own Words,SPC,"$21,228",+58.9%,29,+10,$732,"$296,319",-,8
54,45,The Lobster (US Release),A24,"$17,531",-25.1%,10,-17,"$1,753","$8,654,370",-,14
55,46,The Music of Strangers,Orch.,"$12,284",-42.5%,21,-16,$585,"$1,081,663",-,10
56,56,Maggie's Plan,SPC,"$12,089",-2.8%,15,+1,$806,"$3,321,580",-,13
57,50,Hieronymus Bosch: Touched by the Devil,KL,"$11,941",-14.8%,5,+1,"$2,388","$62,207",-,5
58,N,Disorder,IFC,"$11,699",-,2,-,"$5,850","$11,699",-,1
59,55,Swiss Army Man,A24,"$11,632",-11.6%,16,-8,$727,"$4,156,116",-,8
60,48,Tickled,Magn.,"$11,416",-34.1%,12,-3,$951,"$570,439",-,9
61,N,Sudden Fear (2016 re-release),Cohen,"$11,126",-,13,-,$856,"$11,126",-,1
62,58,Multiple Maniacs (2016 re-issue),Jan.,"$9,538",-2.8%,5,+4,"$1,908","$25,038",-,2
63,59,Our Kind of Traitor,RAtt.,"$8,703",-7.9%,8,-7,"$1,088","$3,128,605",-,7
64,52,Cold War 2,WGUSA,"$8,486",-37.1%,3,-1,"$2,829","$553,754",-,6
65,62,Miss Sharon Jones,SM,"$8,055",-7.6%,6,+4,"$1,343","$37,483",-,3
66,63,Born to Be Wild (IMAX),WB,"$7,528",-2.5%,5,+1,"$1,506","$24,907,888",-,280
67,N,The Lost Arcade,26 Aries,"$7,500",-,1,-,"$7,500","$7,500",-,1
68,49,Elevator to the Gallows (2016 re-issue),Rialto,"$7,334",-48.8%,3,+2,"$2,445","$42,266",-,2
69,N,The Black Dove,Indic.,"$7,124",-,2,-,"$3,562","$7,124",-,1
70,66,Sweet Bean,KL,"$6,292",+8.1%,4,-,"$1,573","$96,227",-,22
71,N,My King (Mon roi),FM,"$6,273",-,1,-,"$6,273","$6,273",-,1
72,N,This Last Lonely Place,Indic.,"$6,089",-,2,-,"$3,045","$6,089",-,1
73,67,The Kind Words,Strand,"$5,930",+2.6%,7,-,$847,"$127,182",-,8
74,31,Dishoom,Eros,"$5,864",-95.1%,113,-,$52,"$810,549",-,3
75,N,Love Me True,Indic.,"$5,759",-,2,-,"$2,880","$5,759",-,1
76,65,Front Cover,Strand,"$5,702",-17.4%,2,+1,"$2,851","$15,475",-,2
77,54,"Life, Animated",Orch.,"$5,651",-57.4%,23,-13,$246,"$210,239",-,7
78,-,The Land,IFC,"$5,194",-,13,+10,$400,"$38,494",-,3
79,57,Dark Horse (2016),SPC,"$5,067",-48.5%,5,-2,"$1,013","$894,205",-,15
80,76,Genius,RAtt.,"$4,741",+56.3%,5,-8,$948,"$1,358,018",-,10
81,-,Weiner,IFC,"$4,642",-,3,-11,"$1,547","$1,654,098",-,13
82,N,Ghost Team,Orch.,"$4,499",-,10,-,$450,"$4,499",-,1
83,64,The Wailing (Goksung),WGUSA,"$4,257",-41.8%,5,-1,$851,"$778,682",-,13
84,51,The Tenth Man,KL,"$4,176",-69.6%,3,-1,"$1,392","$39,479",-,3
85,68,Dough,Men.,"$3,989",-21.2%,2,-,"$1,995","$1,148,304",-,27
86,69,Under the Sea 3D,WB,"$3,758",-12.0%,5,+2,$752,"$35,075,989",-,392
87,85,Presenting Princess Shaw,Magn.,"$3,489",+590.9%,2,+1,"$1,745","$60,197",-,12
88,-,Wiener-Dog,IFC,"$3,264",-,5,-,$653,"$460,886",-,8
89,77,Neither Heaven Nor Earth,FM,"$2,215",-21.9%,3,+2,$738,"$7,316",-,2
90,75,The Seventh Fire,FM,"$1,731",-47.0%,2,-1,$866,"$23,590",-,4
91,47,League of Gods,Sony,"$1,596",-91.3%,1,-37,"$1,596","$180,927",-,3
92,-,Hot Water,Indic.,"$1,515",-,2,-,$758,"$5,126",-,7
93,79,The Meddler,SPC,"$1,301",-37.4%,3,-1,$434,"$4,262,804",-,17
94,81,The Witness,FR,"$1,294",+3.9%,1,-,"$1,294","$148,124",-,11
95,82,Summertime (2016),Strand,"$1,286",+19.6%,3,+1,$429,"$32,493",-,4
96,71,Under the Sun (2016),Icar.,"$1,019",-73.8%,3,-,$340,"$75,686",-,6
97,61,Norman Lear: Just Another Version of You,MBox,"$1,018",-88.4%,1,-5,"$1,018","$70,056",-,6
98,101,Men Go To Battle,FM,"$1,009","+1,245.3%",1,-,"$1,009","$14,646",-,6
99,70,Apparition Hill,LFlower,$972,-76.6%,1,-,$972,"$5,124",-,2
100,74,Fireworks Wednesday,Ghop,$841,-76.9%,1,-1,$841,"$87,793",-,18
101,-,Kaili Blues,Ghop,$726,-,1,-,$726,"$22,791",-,10
102,-,Last Cab to Darwin,FRun,$564,-,1,-,$564,"$32,071",-,10
103,92,"My Love, Don't Cross that River",FM,$530,+84.7%,1,-,$530,"$69,009",-,9
104,60,Five Nights in Maine,FR,$441,-95.1%,1,-9,$441,"$15,138",-,2
105,90,Cosmos,KL,$338,+6.3%,1,-,$338,"$19,530",-,9
106,84,Paths of the Soul,Icar.,$331,-54.3%,1,-,$331,"$23,926",-,14
107,-,Don't Blink - Robert Frank,Ghop,$328,-,1,-,$328,"$55,243",-,5
108,87,The Dying of the Light,FRun,$284,-37.3%,1,-,$284,"$6,341",-,17
109,96,Sunset Song,Magn.,$268,+98.5%,1,-,$268,"$157,851",-,14
111,-,Legends from the Sky,HHF,$204,-,1,-,$204,"$91,375",-,27
110,99,Island of Lemurs: Madagascar (IMAX),WB,$204,+134.5%,2,-,$102,"$10,663,192",-,124
112,95,Hubble 3D,WB,$157,-3.7%,3,-,$52,"$51,705,595",-,335
113,78,Raiders!: The Story of the Greatest Fan Film Ever Made,Drft.,$84,-96.2%,1,-3,$84,"$71,131",-,9
