TW,LW,Title (click to view),Studio,Weekend Gross,% Change,Theater Count / Change,Average,Total Gross,Budget*,Week #
1,N,Boo! A Madea Halloween,LGF,"$28,501,448",-,"2,260",-,"$12,611","$28,501,448",$20,1
2,N,Jack Reacher: Never Go Back,Par.,"$22,872,490",-,"3,780",-,"$6,051","$22,872,490",$60,1
3,N,Ouija: Origin of Evil,Uni.,"$14,065,500",-,"3,167",-,"$4,441","$14,065,500",$9,1
4,1,The Accountant,WB,"$13,643,132",-44.8%,"3,332",-,"$4,095","$47,538,513",$44,2
5,2,The Girl on the Train (2016),Uni.,"$7,166,015",-41.5%,"3,091",-150,"$2,318","$58,798,345",$45,3
6,4,Miss Peregrine's Home for Peculiar Children,Fox,"$5,894,943",-34.2%,"3,133",-702,"$1,882","$74,326,778",$110,4
7,N,Keeping Up with the Joneses,Fox,"$5,461,475",-,"3,022",-,"$1,807","$5,461,475",$40,1
8,3,Kevin Hart: What Now?,Uni.,"$4,118,255",-65.0%,"2,567",-,"$1,604","$18,949,900",$9.9,2
9,6,Storks,WB,"$4,003,270",-29.6%,"2,145",-921,"$1,866","$64,632,798",$70,5
10,5,Deepwater Horizon,LG/S,"$3,399,466",-46.9%,"2,828",-575,"$1,202","$55,045,137",$110,4
11,7,The Magnificent Seven (2016),Sony,"$2,285,095",-56.4%,"1,979","-1,231","$1,155","$89,028,462",$90,5
12,8,Middle School: The Worst Years of My Life,LGF,"$2,178,487",-49.9%,"1,772","-1,050","$1,229","$16,888,414",$8.5,3
13,9,Sully,WB,"$1,490,479",-48.3%,"1,172","-1,039","$1,272","$120,854,369",$60,7
14,20,Denial,BST,"$954,159",+126.9%,648,+552,"$1,472","$1,971,470",-,4
15,N,I'm Not Ashamed,PFR,"$927,161",-,505,-,"$1,836","$927,161",-,1
16,10,The Birth of a Nation,FoxS,"$907,974",-67.0%,633,"-1,472","$1,434","$14,173,155",$8.5,3
17,11,Max Steel,ORF,"$680,104",-68.8%,"2,034",-,$334,"$3,431,161",-,2
18,18,Desierto,STX,"$499,743",-2.8%,168,+95,"$2,975","$1,145,083",-,2
