TW,LW,Title (click to view),Studio,Weekend Gross,% Change,Theater Count / Change,Average,Total Gross,Budget*,Week #
19,N,Moonlight (2016),A24,"$402,075",-,4,-,"$100,519","$402,075",$4,1
20,15,Suicide Squad,WB,"$385,211",-46.2%,383,-247,"$1,006","$324,271,174",$175,12
21,14,Queen of Katwe,BV,"$374,379",-57.3%,319,-743,"$1,174","$7,748,974",$15,5
22,N,El Jeremias,Sony,"$314,109",-,192,-,"$1,636","$314,109",-,1
23,24,The Secret Life of Pets,Uni.,"$297,805",+10.2%,275,-1,"$1,083","$366,180,935",$75,16
24,12,Masterminds (2016),Rela.,"$291,715",-82.7%,520,"-1,507",$561,"$17,069,540",-,4
25,25,A Man Called Ove,MBox,"$258,275",+28.5%,97,+18,"$2,663","$797,995",-,4
26,16,Priceless (2016),RAtt.,"$257,333",-63.6%,294,-9,$875,"$1,158,392",-,2
27,23,Finding Dory,BV,"$221,459",-18.6%,183,-6,"$1,210","$485,485,861",-,19
28,17,Don't Breathe,SGem,"$178,947",-73.6%,257,-355,$696,"$88,577,905",$9.9,9
29,22,Snowden,ORF,"$169,546",-44.9%,156,-187,"$1,087","$21,204,796",$40,6
30,21,Bridget Jones's Baby,Uni.,"$153,710",-57.2%,172,-218,$894,"$23,928,850",$35,6
31,N,American Pastoral,LGF,"$149,038",-,50,-,"$2,981","$149,038",-,1
32,44,Certain Women,IFC,"$139,687",+129.4%,41,+36,"$3,407","$226,266",-,2
33,26,The Dressmaker,BG,"$121,417",-31.5%,103,-43,"$1,179","$1,567,560",-,5
34,N,ISM,CineGalaxy,"$120,155",-,79,-,"$1,521","$120,155",-,1
35,27,Blair Witch,LGF,"$115,965",-32.7%,166,-77,$699,"$20,747,013",$5,6
36,19,Shin Godzilla,FUN,"$115,302",-74.8%,20,-14,"$5,765","$1,871,607",-,2
37,N,Luck-Key,JBG,"$113,846",-,21,-,"$5,421","$113,846",-,1
38,32,Pete's Dragon (2016),BV,"$97,767",-19.0%,134,-31,$730,"$75,324,638",$65,11
39,N,The Handmaiden,Magn.,"$92,129",-,5,-,"$18,426","$92,129",-,1
40,40,A Beautiful Planet,Imax,"$91,517",+12.0%,44,-5,"$2,080","$6,874,932",-,26
41,33,Bad Moms,STX,"$89,918",-25.3%,114,-62,$789,"$113,217,955",$20,13
42,28,Hell or High Water,LGF,"$87,554",-47.7%,87,-101,"$1,006","$26,652,326",$12,11
43,-,Operation Mekong,WGUSA,"$78,322",-,22,-,"$3,560","$700,204",-,4
44,39,Jason Bourne,Uni.,"$73,625",-10.3%,120,-11,$614,"$162,162,120",$120,13
45,29,American Honey,A24,"$71,064",-52.2%,96,-39,$740,"$523,688",-,4
46,34,Ghostbusters (2016),Sony,"$70,514",-39.9%,117,-28,$603,"$128,254,492",$144,15
47,35,Kubo and the Two Strings,Focus,"$69,850",-39.1%,102,-37,$685,"$47,447,966",$60,10
48,37,The Beatles: Eight Days a Week - The Touring Years,Abr.,"$69,267",-33.6%,82,-20,$845,"$2,686,786",-,6
49,59,Miss Hokusai,GK,"$68,968",+181.2%,84,+82,$821,"$103,128",-,2
50,56,Aquarius,Vita.,"$50,424",+73.1%,17,+14,"$2,966","$91,212",-,2
51,N,Michael Moore In TrumpLand,Moore,"$50,200",-,2,-,"$25,100","$64,247",-,1
52,53,Harry & Snowman,FR,"$45,567",+31.9%,25,+9,"$1,823","$224,881",-,4
53,55,The Light Between Oceans,BV,"$39,515",+35.5%,100,+39,$395,"$12,489,775",$20,8
54,45,Nine Lives (2016),EC,"$38,454",-31.9%,61,-27,$630,"$19,691,409",$30,12
55,64,Christine (2016),Orch.,"$34,518",+157.9%,12,+11,"$2,877","$53,834",-,2
56,36,No Manches Frida,PNT,"$32,810",-71.1%,37,-49,$887,"$11,465,189",-,8
57,30,Premam,BSC,"$29,565",-77.6%,35,-55,$845,"$811,331",-,3
58,N,In a Valley of Violence,FCW,"$29,343",-,33,-,$889,"$29,343",-,1
59,52,Don't Think Twice,TFA,"$28,682",-24.6%,25,-5,"$1,147","$4,333,283",-,14
60,38,Mechanic: Resurrection,LG/S,"$27,645",-67.3%,58,-43,$477,"$21,203,260",-,9
61,43,Asura: The City of Madness,CJ,"$25,036",-63.9%,19,-9,"$1,318","$158,702",-,3
62,51,Ice Age: Collision Course,Fox,"$23,202",-41.3%,67,-11,$346,"$64,045,593",$105,14
63,54,Spirit of the Game,Gold.,"$20,902",-39.2%,20,-7,"$1,045","$170,926",-,3
64,47,Florence Foster Jenkins,Par.,"$20,886",-55.8%,33,-54,$633,"$27,370,961",$29,11
65,46,Sausage Party,Sony,"$20,268",-59.2%,45,-54,$450,"$97,636,799",$19,11
66,N,Tampopo (2016 re-release),Jan.,"$16,410",-,1,-,"$16,410","$16,410",-,1
67,70,Tower,KL,"$15,392",+80.2%,3,-2,"$5,131","$38,730",-,4
68,61,Hunt for the Wilderpeople,Orch.,"$14,207",-28.9%,20,-3,$710,"$5,189,819",-,18
69,48,Apparition Hill,LFlower,"$13,786",-70.7%,12,-14,"$1,149","$146,506",-,12
70,31,When the Bough Breaks,SGem,"$12,945",-89.9%,38,-145,$341,"$29,644,720",$10,7
71,50,I Belonged to You,CL,"$11,982",-69.9%,5,-22,"$2,396","$729,971",-,4
72,-,Fire at Sea,KL,"$11,906",-,2,-,"$5,953","$20,907",-,6
73,-,31,Saban,"$11,842",-,14,-,$846,"$771,757",-,4
74,57,Captain Fantastic,BST,"$11,795",-53.2%,17,-22,$694,"$5,875,006",-,16
75,N,King Cobra,IFC,"$11,624",-,1,-,"$11,624","$11,624",-,1
76,67,The Hollars,SPC,"$11,284",+17.8%,45,+24,$251,"$996,783",-,9
77,77,Sand Storm,KL,"$10,229",+71.1%,6,+2,"$1,705","$64,043",-,4
78,N,Wildflower (Secretos del Alma),CZ,"$9,237",-,8,-,"$1,155","$11,643",-,1
79,58,Voiceless,AAE,"$8,203",-67.1%,10,-35,$820,"$368,144",-,3
80,69,Ixcanul,KL,"$7,585",-16.2%,10,-3,$759,"$261,283",-,29
81,N,We Are X,Drft.,"$7,526",-,1,-,"$7,526","$7,526",-,1
82,N,Spices of Liberty,Hann.,"$6,625",-,1,-,"$6,625","$6,625",-,1
84,73,The Battle of Algiers (2016),Rialto,"$6,533",-6.6%,7,+2,$933,"$45,915",-,3
83,71,Indignation,RAtt.,"$6,533",-22.4%,8,-1,$817,"$3,391,828",-,13
85,-,Train to Busan,WGUSA,"$6,473",-,4,-,"$1,618","$2,053,582",-,14
86,66,Cameraperson,Jan.,"$6,244",-38.8%,6,-1,"$1,041","$90,389",-,7
87,N,It Had to be You,Gold.,"$5,302",-,2,-,"$2,651","$5,302",-,1
88,84,Coming Through the Rye,EF,"$4,958",+31.8%,5,+4,$992,"$9,682",-,2
89,N,"Ugly, Dirty and Bad (Re-Release)",FM,"$4,898",-,1,-,"$4,898","$4,898",-,1
90,63,Greater,Ham,"$4,819",-65.5%,9,-6,$535,"$1,964,930",-,9
91,N,The Uncondemned,Abr.,"$4,353",-,1,-,"$4,353","$4,353",-,1
92,62,Hillsong - Let Hope Rise,PFR,"$3,768",-73.4%,7,-11,$538,"$2,394,386",-,6
93,86,Born to Be Wild (IMAX),WB,"$3,667",+12.7%,7,+1,$524,"$25,048,948",-,290
94,76,Southside with You,RAtt.,"$3,610",-42.6%,9,+1,$401,"$6,301,435",-,9
95,72,Being 17,Strand,"$3,482",-55.8%,6,+2,$580,"$30,623",-,3
96,82,Mia Madre,MBox,"$3,468",-20.5%,5,+1,$694,"$297,096",-,9
97,124,Dark Horse (2016),SPC,"$3,030","+2,679.8%",6,+5,$505,"$926,662",-,24
98,60,The Age of Shadows,CJ,"$2,720",-87.4%,3,-7,$907,"$540,268",-,5
99,87,Hubble 3D,WB,"$2,558",-18.0%,25,+13,$102,"$51,715,737",-,345
100,83,Little Men (2016),Magn.,"$2,528",-39.9%,8,-2,$316,"$682,352",-,12
101,80,Under the Shadow,VE,"$2,115",-59.8%,3,-6,$705,"$30,999",-,3
102,99,Seed: The Untold Story,CEye,"$2,066",+18.9%,10,+2,$207,"$42,050",-,9
103,79,Tanna,Lightyear,"$2,015",-61.8%,4,-6,$504,"$39,134",-,6
104,74,Blue Jay,Orch.,"$1,938",-71.7%,2,-1,$969,"$19,972",-,3
105,75,Equity,SPC,"$1,855",-72.5%,5,-6,$371,"$1,600,129",-,13
106,-,Under the Sun (2016),Icar.,"$1,835",-,1,-1,"$1,835","$101,131",-,16
107,95,"Lo and Behold, Reveries of the Connected World",Magn.,"$1,548",-31.0%,4,-,$387,"$589,422",-,10
108,104,As I Open My Eyes,KL,"$1,429",+25.0%,2,+1,$715,"$27,864",-,7
109,-,Paths of the Soul,Icar.,"$1,295",-,1,-,"$1,295","$31,403",-,24
110,94,The Best Democracy Money Can Buy: A Tale of Billionaires & Ballot Bandits,CLS,"$1,217",-49.0%,1,-,"$1,217","$26,944",-,5
111,98,Danny Says,Magn.,"$1,202",-33.6%,2,-2,$601,"$40,096",-,4
112,100,The Lovers and the Despot,Magn.,"$1,010",-41.3%,2,-3,$505,"$53,442",-,5
113,121,Hieronymus Bosch: Touched by the Devil,KL,"$1,000",+350.5%,2,+1,$500,"$144,389",-,15
114,91,Theo Who Lived,Zeit.,$974,-60.9%,1,-1,$974,"$11,271",-,3
115,81,The Greasy Strangler,FR,$933,-80.7%,1,-4,$933,"$38,965",-,3
116,97,Author: The JT LeRoy Story,Magn.,$900,-51.7%,10,-3,$90,"$85,622",-,7
117,89,Demon,Orch.,$853,-67.5%,3,-3,$284,"$99,611",-,7
118,-,La Notte (2016 re-release),Rialto,$844,-,1,-,$844,"$34,752",-,6
119,-,Fatima,KL,$788,-,2,-,$394,"$47,528",-,8
120,106,Under the Sea 3D,WB,$749,-20.9%,3,+1,$250,"$35,097,355",-,402
121,90,Our Little Sister,SPC,$712,-71.7%,2,-12,$356,"$456,216",-,16
122,109,Mr. Church,Free,$696,-10.4%,2,-2,$348,"$685,143",-,6
123,-,Thank You for Your Service,Gathr,$631,-,1,-,$631,"$3,160",-,3
124,116,Island of Lemurs: Madagascar (IMAX),WB,$566,+50.9%,2,-1,$283,"$10,673,448",-,134
125,102,Victor,CZ,$500,-63.8%,1,-,$500,"$102,384",-,6
126,-,The Seasons in Quincy: Four Portraits of John Berger,Icar.,$458,-,1,-,$458,"$22,061",-,8
127,85,Closet Monster,Strand,$303,-91.2%,2,-9,$152,"$37,064",-,5
128,-,Tharlo,Icar.,$227,-,1,-,$227,"$16,452",-,4
129,-,The Hollow,Uncork'd,$205,-,1,-,$205,"$3,689",-,3
130,125,"My Love, Don't Cross that River",FM,$169,+69.0%,1,-,$169,"$86,446",-,19
131,-,The Last Film Festival,Mont.,$67,-,1,-,$67,"$3,506",-,8
