TW,LW,Title (click to view),Studio,Weekend Gross,% Change,Theater Count / Change,Average,Total Gross,Budget*,Week #
51,N,Agent Mr. Chan,CL,"$62,234",-,10,-,"$6,223","$62,234",-,1
52,51,Loveless (2018),SPC,"$60,256",+99.4%,12,+9,"$5,021","$126,768",-,2
53,45,Proud Mary,SGem,"$40,206",-1.3%,74,+12,$543,"$20,828,945",$14,7
54,46,A Beautiful Planet,Imax,"$30,734",-20.0%,13,-3,"$2,364","$13,342,222",-,96
55,N,The Young Karl Marx,Orch.,"$26,097",-,3,-,"$8,699","$26,097",-,1
56,47,All the Money in the World,TriS,"$25,737",-31.8%,30,-7,$858,"$25,004,002",-,9
57,49,1945,Men.,"$23,709",-27.2%,8,+1,"$2,964","$356,884",-,17
58,44,Double Lover,Cohen,"$21,350",-66.1%,22,-28,$970,"$139,850",-,2
59,41,The Monkey King 3,WGUSA,"$20,476",-78.6%,14,-20,"$1,463","$167,335",-,2
60,50,Detective K: Secret of the Living Dead,WGUSA,"$17,655",-41.7%,8,-1,"$2,207","$74,251",-,2
61,55,Nostalgia,BST,"$16,701",+4.7%,16,+13,"$1,044","$36,442",-,2
62,52,Murder on the Orient Express (2017),Fox,"$16,498",-39.8%,37,-14,$446,"$102,816,689",$55,16
63,75,Faces Places,Cohen,"$15,238",+278.7%,16,+3,$952,"$863,281",-,21
64,54,The Florida Project,A24,"$12,953",-33.8%,21,-2,$617,"$5,854,557",-,21
65,-,BOMBSHELL: The Hedy Lamarr Story,Zeit.,"$10,513",-,8,-,"$1,314","$300,781",-,14
66,53,But Deliver Us from Evil,Indic.,"$10,131",-56.5%,33,-79,$307,"$197,260",-,3
67,N,Survivors Guide to Prison,Grav.,"$8,982",-,4,-,"$2,246","$8,982",-,1
68,60,The Square,Magn.,"$7,920",-6.2%,12,+3,$660,"$1,473,966",-,18
69,69,Have a Nice Day,Strand,"$7,242",+16.3%,15,+7,$483,"$63,234",-,5
70,58,Happy End,SPC,"$6,976",-30.8%,18,+2,$388,"$277,964",-,10
71,80,In Between,FM,"$6,779",+124.2%,8,+4,$847,"$68,225",-,8
72,57,The Disaster Artist,A24,"$6,495",-54.8%,12,-11,$541,"$21,108,219",-,13
73,73,Tehran Taboo,KL,"$6,012",+21.2%,3,+2,"$2,004","$25,651",-,2
74,63,Island of Lemurs: Madagascar (IMAX),WB,"$5,774",-23.9%,5,-,"$1,155","$11,152,769",-,204
75,68,Deep Sea 3D (IMAX),WB,"$5,594",-14.1%,3,-,"$1,865","$46,302,583",-,606
76,N,The Lodgers,EpicPics,"$5,053",-,17,-,$297,"$5,053",-,1
77,N,The Cured,IFC,"$4,875",-,3,-,"$1,625","$4,875",-,1
78,66,Western,CGld,"$4,836",-27.7%,1,-,"$4,836","$16,998",-,2
79,88,Tom of Finland,KL,"$4,541",+572.7%,2,+1,"$2,271","$366,784",-,20
80,76,Hubble 3D,WB,"$4,465",+13.3%,3,-1,"$1,488","$52,036,703",-,415
81,61,Golden Exits,VE,"$4,413",-47.6%,3,-8,"$1,471","$37,801",-,3
82,64,Under the Sea 3D,WB,"$4,042",-45.8%,6,-,$674,"$35,727,987",-,472
83,79,Jane (2017),Abr.,"$3,986",+25.4%,3,-,"$1,329","$1,705,262",-,19
84,N,Are We Not Cats,Cleopatra,"$3,983",-,2,-,"$1,992","$3,983",-,1
85,59,In the Fade,Magn.,"$3,849",-58.1%,11,-9,$350,"$279,516",-,9
86,56,First We Take Brooklyn,ZP,"$3,444",-77.2%,2,-2,"$1,722","$42,812",-,3
87,N,King of Hearts (2018 re-release),Cohen,"$3,443",-,1,-,"$3,443","$3,443",-,1
88,77,The Breadwinner,GK,"$3,389",-9.8%,16,-,$212,"$305,002",-,15
89,N,El Mar La Mar,CGld,"$3,375",-,1,-,"$3,375","$3,375",-,1
90,N,November (2018),Osci.,"$3,354",-,1,-,"$3,354","$3,354",-,1
91,70,The Boy Downstairs,FR,"$2,829",-52.8%,1,-,"$2,829","$12,257",-,2
92,82,Big Sonia,Argo.,"$2,805",+17.8%,2,+1,"$1,403","$181,702",-,15
93,N,Suicide: The Ripple Effect,Gathr,"$2,600",-,1,-,"$2,600","$2,600",-,1
94,84,Born to Be Wild (IMAX),WB,"$2,528",+28.3%,9,+3,$281,"$25,643,876",-,360
95,78,Along with the Gods: The Two Worlds,WGUSA,"$2,059",-37.4%,2,-1,"$1,030","$1,908,378",-,10
96,62,Bilal: A New Breed of Hero,VE,"$1,979",-75.9%,6,-10,$330,"$490,515",-,4
97,-,24 Frames,Jan.,"$1,498",-,1,-,"$1,498","$26,311",-,4
98,72,Mind Game (2017 re-release),GK,"$1,213",-78.4%,2,-5,$607,"$6,822",-,2
99,81,The Final Year,Magn.,$940,-63.3%,3,-5,$313,"$189,886",-,6
100,-,On the Beach at Night Alone,CGld,$739,-,1,-,$739,"$35,405",-,15
101,74,The Wedding Party 2: Destination Dubai,IronFlix,$690,-85.9%,2,-,$345,"$11,140",-,2
102,-,The Crime of Monsieur Lange (2017 re-release),Rialto,$493,-,1,-,$493,"$35,330",-,15
103,-,My Friend Dahmer,FR,$473,-,1,-,$473,"$1,355,664",-,17
104,91,The Lucky Man,Indic.,$456,-24.5%,1,-,$456,"$24,813",-,-26
105,92,Ridge Runners,Indic.,$397,-31.3%,1,-,$397,"$25,762",-,6
106,85,Beuys,KL,$202,-86.9%,1,-1,$202,"$50,462",-,6
107,-,The Divine Order,Zeit.,$99,-,1,-,$99,"$71,921",-,18
