TW,LW,Title (click to view),Studio,Weekend Gross,% Change,Theater Count / Change,Average,Total Gross,Budget*,Week #
103,90,BPM (Beats Per Minute),Orch.,$720,-68.4%,2,-1,$360,"$124,008",-,22
104,87,Born to Be Wild (IMAX),WB,$635,-75.0%,5,-1,$127,"$25,654,062",-,363
105,84,Double Lover,Cohen,$478,-83.4%,1,-2,$478,"$164,273",-,5
106,88,But Deliver Us from Evil,Indic.,$402,-84.1%,1,-1,$402,"$217,549",-,6
107,76,Did You Wonder Who Fired the Gun?,Ghop,$395,-91.5%,2,-,$198,"$15,308",-,3
108,85,Jane (2017),Abr.,$294,-89.1%,1,-2,$294,"$1,723,379",-,22
109,98,Beuys,KL,$209,-83.2%,1,-,$209,"$56,151",-,9
110,109,Vazante,MBox,$135,-24.6%,1,-,$135,"$19,556",-,10
111,111,In the Intense Now,Icar.,$127,+69.3%,1,-,$127,"$16,231",-,7
112,107,The Divine Order,Zeit.,$96,-57.0%,1,-,$96,"$73,364",-,21
113,-,Legend of the Mountain (2017 re-release),KL,$91,-,1,-,$91,"$4,776",-,6
