TW,LW,Title (click to view),Studio,Weekend Gross,% Change,Theater Count / Change,Average,Total Gross,Budget*,Week #
62,63,Saturday's Warrior,Purd.,"$5,838",+19.8%,8,-4,$730,"$623,522",-,11
63,76,The Lobster (Canada Release),Mon,"$5,600",+214.6%,6,+4,$933,"$371,765",-,12
64,51,Green Room,A24,"$5,548",-44.1%,10,-9,$555,"$3,205,979",-,9
65,60,Wedding Doll,Strand,"$5,509",-4.0%,7,+1,$787,"$29,674",-,9
66,N,From Afar,Strand,"$5,136",-,1,-,"$5,136","$7,222",-,1
67,N,Germans & Jews,FRun,"$5,024",-,1,-,"$5,024","$5,024",-,1
68,-,Francofonia,MBox,"$4,307",-,5,-,$861,"$290,055",-,11
69,82,Sweet Bean,KL,"$4,276",+267.0%,1,-1,"$4,276","$70,987",-,13
70,52,Presenting Princess Shaw,Magn.,"$4,111",-53.2%,4,-8,"$1,028","$23,901",-,3
71,-,Ran (2016 re-issue),Rialto,"$3,945",-,2,-,"$1,973","$63,058",-,16
72,56,Meet the Blacks,Free,"$3,826",-45.2%,10,-7,$383,"$9,093,856",-,11
73,N,Tikkun,KL,"$3,595",-,2,-,"$1,798","$3,595",-,1
74,69,Chevalier,Strand,"$3,465",+9.5%,7,+4,$495,"$20,025",-,3
75,N,Therapy for a Vampire,MBox,"$3,361",-,2,-,"$1,681","$3,361",-,1
76,64,Eva Hesse,Zeit.,"$2,680",-44.1%,4,-,$670,"$114,105",-,7
77,N,Call Her Applebroog,Zeit.,"$2,559",-,1,-,"$2,559","$2,559",-,1
78,47,Sunset Song,Magn.,"$2,426",-79.9%,6,-13,$404,"$98,403",-,5
79,59,Hockney,FM,"$2,408",-62.0%,4,-2,$602,"$109,706",-,8
80,90,L'attesa,Osci.,"$1,949",+263.6%,2,+1,$975,"$44,793",-,7
81,-,Viktoria,BWP,"$1,925",-,2,-,$963,"$6,765",-,3
82,-,Galapagos (IMAX),Imax,"$1,780",-,2,-,$890,"$18,560,167",-,814
83,84,Aferim!,BWP,"$1,576",+54.4%,2,-,$788,"$104,706",-,21
84,65,Viva,Magn.,"$1,504",-65.3%,3,-7,$501,"$169,490",-,7
85,73,Under the Sea 3D,WB,"$1,374",-41.4%,5,-3,$275,"$35,044,912",-,383
86,-,Hubble 3D,WB,"$1,350",-,4,-,$338,"$51,689,207",-,326
87,87,The Measure of a Man,KL,"$1,252",+69.4%,2,-,$626,"$104,683",-,9
88,72,The Little Prince,EOne,"$1,246",-50.6%,5,-4,$249,"$1,339,152",-,18
89,-,A Monster with a Thousand Heads,MBox,"$1,195",-,5,-,$239,"$18,069",-,5
90,94,Paths of the Soul,Icar.,"$1,157",+185.7%,1,-,"$1,157","$11,760",-,5
91,71,The First Monday in May,Magn.,"$1,006",-63.1%,1,-6,"$1,006","$527,258",-,9
92,81,The Ones Below,Magn.,"$1,002",-30.3%,1,-1,"$1,002","$12,089",-,3
93,58,Ma ma,Osci.,$882,-86.2%,3,-8,$294,"$45,113",-,4
94,80,Island of Lemurs: Madagascar (IMAX),WB,$792,-45.5%,2,-2,$396,"$10,642,524",-,115
95,85,Our Last Tango,Strand,$632,-32.0%,1,-2,$632,"$76,276",-,9
96,N,Last Cab to Darwin,FRun,$620,-,1,-,$620,$620,-,1
97,93,Fritz Lang's Destiny (2016 re-release),KL,$540,+30.8%,1,-,$540,"$6,203",-,4
98,-,"Rabin, the Last Day",KL,$470,-,1,-,$470,"$28,411",-,18
100,89,Men & Chicken,Drft.,$422,-28.5%,4,+1,$106,"$29,104",-,8
99,67,Unlocking the Cage,FRun,$422,-88.4%,1,-,$422,"$15,716",-,3
101,86,The Invitation,Drft.,$313,-60.5%,1,-1,$313,"$231,326",-,10
102,99,Journey to the South Pacific,Imax,$308,+150.4%,3,+1,$103,"$7,131,315",-,131
103,-,Deep Sea 3D (IMAX),WB,$265,-,2,-,$133,"$46,207,348",-,510
105,102,No Home Movie,Icar.,$148,"+1,380.0%",1,-,$148,"$29,432",-,17
104,97,The Other Side,FM,$148,-59.5%,1,-,$148,"$4,784",-,4
106,74,Papa: Hemingway in Cuba,YFG,$133,-94.3%,2,-4,$67,"$1,115,516",-,7
107,101,Phantom Detective,CJ,$59,-26.3%,1,-,$59,"$67,015",-,5
