TW,LW,Title (click to view),Studio,Weekend Gross,% Change,Theater Count / Change,Average,Total Gross,Budget*,Week #
63,54,Red Sparrow,Fox,"$12,418",-30.5%,32,-19,$388,"$46,781,469",$69,11
64,51,Final Portrait,SPC,"$12,345",-36.8%,24,-16,$514,"$443,225",-,8
65,44,A Beautiful Planet,Imax,"$11,757",-58.5%,11,-,"$1,069","$14,149,616",-,107
66,N,The Assassin's Code,Grav.,"$11,218",-,12,-,$935,"$11,218",-,1
67,70,Keep the Change,KL,"$10,795",+55.8%,9,+4,"$1,199","$169,824",-,9
68,N,Sollers Point,Osci.,"$10,618",-,1,-,"$10,618","$10,618",-,1
69,62,Godard Mon Amour,Cohen,"$10,352",-9.8%,12,-8,$863,"$69,025",-,4
70,65,Foxtrot,SPC,"$10,195",+7.4%,22,-,$463,"$606,361",-,11
71,53,Strangers: Prey at Night,Aviron,"$9,416",-48.9%,24,-16,$392,"$24,419,775",-,10
72,N,Always at the Carlyle,Good Deed,"$9,239",-,1,-,"$9,239","$9,239",-,1
73,69,The Guardians,MBox,"$8,827",+18.0%,3,+2,"$2,942","$20,428",-,2
74,-,Death House,Hann.,"$8,296",-,7,-,"$1,185","$21,986",-,8
75,74,Oh Lucy!,FM,"$8,205",+46.8%,13,+4,$631,"$357,838",-,11
76,N,Filmworker,KL,"$7,984",-,1,-,"$7,984","$16,857",-,1
77,66,Getting Grace,Hann.,"$7,711",-15.7%,4,-,"$1,928","$208,531",-,8
78,63,Ferdinand,Fox,"$7,498",-23.3%,25,-7,$300,"$84,376,566",$111,22
79,75,Hubble 3D,WB,"$6,900",+53.2%,6,+1,"$1,150","$52,184,528",-,426
80,67,BOMBSHELL: The Hedy Lamarr Story,Zeit.,"$6,790",-14.9%,11,+2,$617,"$800,619",-,25
81,N,Mountain,Greenwich,"$6,067",-,1,-,"$6,067","$24,552",-,1
82,64,Borg vs. McEnroe,Neon,"$5,504",-42.6%,8,-5,$688,"$228,766",-,5
83,58,After Auschwitz,Passion Rive,"$5,234",-65.2%,8,-5,$654,"$65,385",-,5
84,61,Gonjiam: Haunted Asylum,WGUSA,"$5,228",-62.6%,4,-1,"$1,307","$111,174",-,5
85,108,Hitler's Hollywood,KL,"$5,082","+1,000.0%",3,+1,"$1,694","$33,564",-,5
86,83,Leaning Into The Wind,Magn.,"$4,873",+70.6%,12,+3,$406,"$373,283",-,10
87,106,The Devil and Father Amorth,Orch.,"$4,420",+697.8%,4,-,"$1,105","$18,802",-,4
88,N,Anything,Pala.,"$4,110",-,3,-,"$1,370","$4,110",-,1
89,71,A Fantastic Woman,SPC,"$3,855",-43.7%,7,+1,$551,"$2,019,554",-,15
90,N,The Day After,CGld,"$3,727",-,1,-,"$3,727","$4,474",-,1
91,68,Sweet Country (2018),Gold.,"$3,502",-54.6%,4,-3,$876,"$85,556",-,6
92,-,Summer in the Forest,Abr.,"$3,358",-,3,-,"$1,119","$44,242",-,8
93,-,The Doctor from India,Zeit.,"$3,208",-,2,-,"$1,604","$11,915",-,4
94,86,Under the Sea 3D,WB,"$2,456",+6.9%,7,-2,$351,"$35,824,720",-,483
95,73,The Post,Fox,"$2,178",-61.6%,9,-5,$242,"$81,902,457",$50,21
96,-,Beuys,KL,"$2,143",-,1,-,"$2,143","$62,851",-,17
97,96,Deep Sea 3D (IMAX),WB,"$1,788",+54.5%,4,-,$447,"$46,340,586",-,626
98,80,Claire's Camera,CGld,"$1,600",-47.3%,2,-2,$800,"$72,419",-,10
99,-,Island of Lemurs: Madagascar (IMAX),WB,"$1,471",-,2,-,$736,"$11,230,859",-,215
100,89,Ismael's Ghosts,Magn.,"$1,390",-34.6%,7,-1,$199,"$101,068",-,8
101,81,Cold Water (2018 re-release),Jan.,$965,-67.3%,1,-,$965,"$16,123",-,3
102,101,Big Sonia,Argo.,$891,+45.4%,1,-,$891,"$211,622",-,26
103,112,Journey to the South Pacific,Imax,$690,+470.2%,1,-,$690,"$7,626,105",-,228
104,-,Western,CGld,$662,-,1,-,$662,"$37,177",-,13
105,57,The Heart of Nuba,Abr.,$615,-95.9%,1,-3,$615,"$28,758",-,6
106,60,Kings (2018),Orch.,$516,-96.3%,5,-65,$103,"$274,015",-,3
107,94,Jet Trash,Indic.,$482,-66.1%,1,-1,$482,"$10,072",-,3
108,72,Bye Bye Germany,FM,$452,-92.3%,2,-4,$226,"$35,106",-,5
109,102,"Lou Andreas-Salomé, the Audacity to be Free",CLS,$425,-30.0%,1,-,$425,"$12,589",-,4
110,103,The Young Karl Marx,Orch.,$326,-45.0%,2,-,$163,"$125,448",-,12
111,N,Higher Power,Magn.,$299,-,3,-,$100,$299,-,1
112,90,Born to Be Wild (IMAX),WB,$276,-86.1%,5,-4,$55,"$25,701,483",-,371
113,87,The Great Silence (2018 re-release),FM,$260,-87.8%,2,-1,$130,"$38,572",-,7
114,107,Apocalypsis,Indic.,$212,-56.6%,1,-1,$212,"$17,670",-,11
115,-,Outside In,Orch.,$210,-,1,-,$210,"$68,045",-,7
116,97,But Deliver Us from Evil,Indic.,$152,-83.3%,1,-,$152,"$285,052",-,14
117,98,Ava,Ghop,$119,-86.1%,1,-2,$119,"$7,748",-,3
118,110,The House of Tomorrow,Shout!,$98,-60.5%,2,-,$49,"$12,566",-,3
119,99,Goldstone,Lightyear,$93,-88.6%,1,-,$93,"$86,199",-,11
120,-,Tehran Taboo,KL,$38,-,1,-,$38,"$74,758",-,13
