TW,LW,Title (click to view),Studio,Weekend Gross,% Change,Theater Count / Change,Average,Total Gross,Budget*,Week #
29,22,Last Flag Flying,LGF,"$103,399",-34.8%,110,+12,$940,"$820,243",-,5
30,28,The Square,Magn.,"$89,855",-20.7%,64,+4,"$1,404","$949,554",-,6
31,N,The Swindlers,WGUSA,"$82,818",-,27,-,"$3,067","$82,818",-,1
32,33,Jane (2017),Abr.,"$78,891",-5.2%,49,-2,"$1,610","$1,258,810",-,7
33,23,Geostorm,WB,"$78,290",-47.1%,165,-,$474,"$33,078,335",$120,7
34,35,The Foreigner,STX,"$74,979",+7.2%,130,+26,$577,"$34,215,566",$35,8
35,26,Victoria and Abdul,Focus,"$69,865",-42.9%,131,-13,$533,"$22,041,915",-,11
36,29,Kingsman: The Golden Circle,Fox,"$67,167",-39.4%,163,-10,$412,"$100,052,581",$104,11
37,27,Despicable Me 3,Uni.,"$64,900",-44.9%,152,-9,$427,"$264,479,340",$80,23
38,30,The Mountain Between Us,Fox,"$57,610",-40.1%,167,-,$345,"$29,921,567",$35,9
39,31,Only The Brave,Sony,"$54,370",-43.3%,116,-18,$469,"$17,947,426",$38,7
40,34,Novitiate,SPC,"$51,735",-37.1%,163,+43,$317,"$467,405",-,6
41,41,My Little Pony: The Movie,LGF,"$43,700",+16.5%,180,+61,$243,"$21,870,730",-,9
42,25,Let there be Light,ADC,"$43,096",-67.4%,121,-78,$356,"$7,119,124",-,6
43,44,The Breadwinner,GK,"$41,020",+43.0%,43,+34,$954,"$109,321",-,3
44,36,American Made,Uni.,"$40,750",-40.5%,93,-15,$438,"$51,272,475",$50,10
45,38,Happy Death Day,Uni.,"$40,410",-40.3%,100,-31,$404,"$55,628,160",$4.8,8
46,37,The Killing of a Sacred Deer,A24,"$38,671",-43.4%,41,-18,$943,"$2,190,061",-,7
47,43,God's Own Country,Orion,"$27,833",-10.4%,13,+1,"$2,141","$252,521",-,6
48,45,1945,Men.,"$27,276",+1.7%,11,+6,"$2,480","$151,788",-,5
49,57,Thelma,Orch.,"$24,157",+86.4%,36,+24,$671,"$74,133",-,4
50,40,Explosion,CL,"$22,760",-58.8%,34,+1,$669,"$100,972",-,2
51,53,Faces Places,Cohen,"$17,045",+14.0%,16,+2,"$1,065","$521,698",-,9
52,N,The Other Side of Hope,Jan.,"$15,495",-,3,-,"$5,165","$15,495",-,1
53,51,Same Kind of Different as Me,PFR,"$14,649",-9.6%,30,-11,$488,"$6,342,763",-,7
54,59,Human Flow,Magn.,"$13,821",+19.6%,16,+5,$864,"$491,130",-,8
55,47,A Beautiful Planet,Imax,"$13,741",-39.1%,16,+3,$859,"$12,717,716",-,84
56,46,LBJ,Electric,"$13,070",-48.8%,26,-7,$503,"$2,443,358",-,5
57,49,Battle of the Sexes,FoxS,"$11,977",-41.6%,27,-,$444,"$12,610,934",-,11
58,42,A Question Of Faith,PFR,"$10,457",-69.3%,18,-19,$581,"$2,580,017",-,10
59,58,Tom of Finland,KL,"$8,305",-32.2%,5,-3,"$1,661","$219,483",-,8
60,-,BOMBSHELL: The Hedy Lamarr Story,Zeit.,"$8,000",-,1,-,"$8,000","$45,493",-,2
61,64,The Passion of Joan of Arc (2017 re-release),Jan.,"$7,684",+19.9%,1,-,"$7,684","$18,121",-,2
62,56,Goodbye Christopher Robin,FoxS,"$7,553",-46.2%,22,-7,$343,"$1,707,191",-,8
63,N,Big Time,Abr.,"$7,347",-,2,-,"$3,674","$7,347",-,1
64,N,Naples '44,FRun,"$6,636",-,1,-,"$6,636","$11,349",-,1
65,N,Quest (2017),FRun,"$6,591",-,1,-,"$6,591","$6,591",-,1
66,72,Blade of the Immortal,Magn.,"$5,996",+84.3%,7,-4,$857,"$138,361",-,5
67,N,Another WolfCop,PDF,"$5,890",-,6,-,$982,"$5,890",-,1
68,N,Brotherhood of Blades 2: The Infernal Battlefield,WGUSA,"$5,296",-,2,-,"$2,648","$5,296",-,1
69,-,Walk With Me,Gathr,"$5,104",-,19,-,$269,"$633,592",-,17
70,61,Lucky (2017),Magn.,"$4,361",-45.2%,9,-3,$485,"$947,992",-,10
71,55,Wonderstruck,RAtt.,"$4,358",-70.0%,22,-10,$198,"$1,026,901",-,7
72,48,Leap!,Wein.,"$4,351",-80.0%,29,-39,$150,"$21,856,753",-,15
73,N,Shadowman,FM,"$4,113",-,1,-,"$4,113","$4,113",-,1
74,N,Tad the Lost Explorer and the Secret of King Midas,ParC,"$4,028",-,100,-,$40,"$4,028",-,1
75,83,Aida's Secrets,MBox,"$3,638",+100.7%,3,-,"$1,213","$80,470",-,7
76,-,Painted Woman,Amor,"$3,346",-,3,-,"$1,115","$4,597",-,4
77,N,Badsville,EpicPics,"$3,050",-,2,-,"$1,525","$3,050",-,1
78,68,Hubble 3D,WB,"$2,758",-41.2%,2,-1,"$1,379","$51,933,456",-,403
79,75,Breathe (2017),BST,"$2,692",-11.3%,2,-,"$1,346","$486,112",-,8
80,85,BPM (Beats Per Minute),Orch.,"$2,575",+66.1%,13,+6,$198,"$82,097",-,7
81,N,Oro,Sony,"$2,571",-,10,-,$257,"$2,571",-,1
82,65,Wind River,Wein.,"$2,557",-59.6%,9,-6,$284,"$33,799,770",$11,18
83,62,Island of Lemurs: Madagascar (IMAX),WB,"$2,330",-70.3%,3,-,$777,"$11,010,590",-,192
84,73,Song of Granite,Osci.,"$2,172",-33.1%,1,-,"$2,172","$12,408",-,3
85,95,The Paris Opera,FM,"$1,839",+888.7%,1,-,"$1,839","$49,711",-,7
86,84,Under the Sea 3D,WB,"$1,807",+0.4%,5,+1,$361,"$35,655,551",-,460
87,69,The Stray,Purd.,"$1,590",-61.0%,6,-2,$265,"$1,575,395",-,9
88,N,Kepler's Dream,INDEP,"$1,582",-,11,-,$144,"$1,582",-,1
89,63,Abracadabra,Sony,"$1,554",-75.9%,1,-,"$1,554","$13,661",-,12
90,91,Born to Be Wild (IMAX),WB,"$1,532",+92.7%,6,+2,$255,"$25,601,026",-,348
91,66,On the Beach at Night Alone,CGld,"$1,509",-70.6%,3,+1,$503,"$26,532",-,3
92,-,The Sacrifice (2017 re-release),KL,"$1,391",-,2,-,$696,"$16,780",-,6
93,60,Brimstone and Glory,Osci.,"$1,377",-86.0%,7,+3,$197,"$28,023",-,6
94,70,Paradise (2017) [Canada],CARUSEL,"$1,298",-66.8%,5,-,$260,"$24,010",-,3
95,74,Chavela,MBox,"$1,202",-60.9%,2,-,$601,"$139,257",-,9
96,-,Space Station 3-D (IMAX),Imax,"$1,189",-,3,-,$396,"$93,309,366",-,801
97,-,To the Arctic (IMAX),WB,$905,-,1,-,$905,"$14,517,845",-,268
98,N,Tribes of Palos Verdes,IFC,$796,-,1,-,$796,$796,-,1
99,-,Tragedy Girls,G&S,$752,-,3,-,$251,"$60,858",-,7
100,67,The Crime of Monsieur Lange (2017 re-release),Rialto,$624,-87.8%,1,-1,$624,"$26,889",-,3
101,86,Sweet Virginia,IFC,$619,-59.1%,5,-3,$124,"$10,456",-,3
102,-,No Greater Love,ADC,$608,-,2,-,$304,"$30,247",-,4
103,94,Rumble: The Indians Who Rocked The World,KL,$590,+68.1%,1,-,$590,"$225,177",-,29
104,93,Mark Felt: The Man Who Brought Down the White House,SPC,$533,+32.3%,1,-,$533,"$768,646",-,10
105,78,Rebels on Pointe,Icar.,$458,-79.5%,1,-2,$458,"$10,700",-,3
106,99,Felicite,Strand,$167,+307.3%,1,-,$167,"$6,925",-,6
107,87,Journey to the South Pacific,Imax,$123,-90.5%,1,-1,$123,"$7,615,755",-,210
108,-,The Teacher,FM,$81,-,1,-,$81,"$64,190",-,14
109,97,Mansfield 66/67,FB,$76,-45.7%,1,-,$76,"$16,817",-,6
110,77,Porto,KL,$8,-99.7%,1,-1,$8,"$11,160",-,3
