TW,LW,Title (click to view),Studio,Weekend Gross,% Change,Theater Count / Change,Average,Total Gross,Budget*,Week #
1,1,Avengers: Infinity War,BV,"$114,774,810",-55.5%,"4,474",-,"$25,654","$453,107,350",-,2
2,N,Overboard (2018),PNT,"$14,711,101",-,"1,623",-,"$9,064","$14,711,101",-,1
3,2,A Quiet Place,Par.,"$7,763,085",-29.5%,"3,413",-152,"$2,275","$160,057,471",$17,5
4,3,I Feel Pretty,STX,"$5,050,520",-38.2%,"3,232",-208,"$1,563","$37,948,803",$32,3
5,4,Rampage (2018),WB (NL),"$4,637,400",-35.6%,"3,151",-357,"$1,472","$84,801,710",$120,4
6,N,Tully (2018),Focus,"$3,282,610",-,"1,353",-,"$2,426","$3,282,610",-,1
7,5,Black Panther,BV,"$3,254,977",-31.3%,"1,641",-9,"$1,984","$693,235,592",-,12
8,7,Truth or Dare,Uni.,"$1,887,970",-42.2%,"1,904",-516,$992,"$38,238,330",$3.5,4
9,6,Super Troopers 2,Fox,"$1,871,303",-49.8%,"2,118",-7,$884,"$25,502,004",$13.5,3
10,8,Blockers,Uni.,"$1,751,340",-41.1%,"1,672",-652,"$1,047","$56,222,840",$21,5
11,N,Bad Samaritan,Electric,"$1,726,868",-,"2,007",-,$860,"$1,726,868",-,1
12,9,Ready Player One,WB,"$1,330,043",-48.1%,"1,405",-960,$947,"$133,074,547",-,6
13,11,Isle Of Dogs,FoxS,"$806,625",-43.5%,702,-299,"$1,149","$28,469,671",-,7
14,10,Traffik,LGF,"$794,348",-52.0%,747,-299,"$1,063","$8,258,908",-,3
15,N,RBG,Magn.,"$578,470",-,34,-,"$17,014","$578,470",-,1
16,N,102 Not Out,Sony,"$483,681",-,102,-,"$4,742","$483,681",-,1
17,14,I Can Only Imagine,RAtt.,"$427,443",-45.5%,660,-310,$648,"$81,896,310",$7,8
18,13,A Wrinkle in Time,BV,"$410,517",-58.2%,294,-77,"$1,396","$95,496,098",-,9
19,16,Sherlock Gnomes,Par.,"$398,418",-40.9%,636,-95,$626,"$41,218,306",$59,7
20,17,Tyler Perry's Acrimony,LGF,"$386,860",-39.6%,398,-142,$972,"$42,875,151",-,6
21,15,Chappaquiddick,ENTMP,"$355,982",-48.8%,516,-188,$690,"$16,523,371",-,5
22,23,Disobedience,BST,"$305,991",+28.9%,31,+26,"$9,871","$634,364",-,2
