TW,LW,Title (click to view),Studio,Weekend Gross,% Change,Theater Count / Change,Average,Total Gross,Budget*,Week #
29,30,Ex-File 3 (Qian Ren 3),CL,"$177,110",+41.4%,17,-4,"$10,418","$518,184",-,2
30,25,The Star,Sony,"$140,805",-71.0%,268,-393,$525,"$40,448,404",$20,8
31,35,Blade Runner 2049,WB,"$100,018",+113.5%,133,+58,$752,"$91,800,042",$150,14
32,29,A Bad Moms Christmas,STX,"$81,907",-48.2%,144,-70,$569,"$72,080,547",$28,10
33,27,Youth (2017),CL,"$80,501",-59.6%,30,-5,"$2,683","$1,814,247",-,4
34,N,Goldbuster,WGUSA,"$79,180",-,24,-,"$3,299","$79,180",-,1
35,31,Loving Vincent,Good Deed,"$72,135",+5.5%,58,+3,"$1,244","$6,388,510",-,16
36,34,The Florida Project,A24,"$63,094",+25.2%,37,+4,"$1,705","$5,412,776",-,14
37,33,Geostorm,WB,"$52,219",-5.8%,93,-17,$561,"$33,681,965",$120,12
38,N,Namiya,CL,"$39,584",-,21,-,"$1,885","$39,584",-,1
39,36,Only The Brave,Sony,"$37,116",-12.4%,69,-17,$538,"$18,255,680",$38,12
40,41,The Square,Magn.,"$32,634",+47.6%,25,+10,"$1,305","$1,284,672",-,11
41,48,"Roman J. Israel, Esq.",Sony,"$27,636",+140.1%,80,+47,$345,"$11,887,893",$22,8
42,40,Jane (2017),Abr.,"$25,151",-6.0%,19,-2,"$1,324","$1,544,602",-,12
43,54,A Beautiful Planet,Imax,"$24,499",+261.1%,9,+2,"$2,722","$12,952,818",-,89
44,38,Film Stars Don't Die in Liverpool,SPC,"$22,866",-33.8%,4,-,"$5,717","$82,300",-,2
45,32,The Man Who Invented Christmas,BST,"$21,255",-68.4%,70,-76,$304,"$5,652,907",-,7
46,37,Wonder Wheel,Amazon,"$20,871",-42.9%,29,-26,$720,"$1,363,787",-,6
47,46,Faces Places,Cohen,"$20,160",+74.2%,13,+5,"$1,551","$640,750",-,14
48,-,BOMBSHELL: The Hedy Lamarr Story,Zeit.,"$16,666",-,8,-,"$2,083","$177,078",-,7
49,43,The Other Side of Hope,Jan.,"$14,076",-,7,+1,"$2,011","$163,529",-,6
50,44,Happy End,SPC,"$13,699",-0.7%,6,+3,"$2,283","$83,292",-,3
51,51,In the Fade,Magn.,"$12,764",+22.1%,6,+3,"$2,127","$36,522",-,2
52,-,Tom of Finland,KL,"$12,444",-,3,-,"$4,148","$323,048",-,13
53,N,Django,UTMW,"$11,722",-,4,-,"$2,931","$11,722",-,1
54,55,Island of Lemurs: Madagascar (IMAX),WB,"$9,491",+39.9%,2,-,"$4,746","$11,085,909",-,197
55,-,The Sacrifice (2017 re-release),KL,"$8,272",-,2,-,"$4,136","$25,402",-,10
56,60,The Breadwinner,GK,"$7,747",+111.6%,10,-,$775,"$233,919",-,8
57,52,Big Sonia,Argo.,"$7,017",-28.8%,1,-,"$7,017","$129,869",-,8
58,47,Same Kind of Different as Me,PFR,"$6,368",-44.8%,20,-20,$318,"$6,410,279",-,12
59,62,My Friend Dahmer,FR,"$6,186",+82.7%,2,-,"$3,093","$1,310,242",-,10
60,N,In Between,FM,"$5,888",-,2,-,"$2,944","$11,498",-,1
61,42,Just Getting Started,BG,"$5,699",-62.7%,5,-10,"$1,140","$6,058,383",$22,5
62,50,Marshall,ORF,"$5,470",-48.4%,41,-9,$133,"$9,480,742",$12,13
63,59,Under the Sea 3D,WB,"$5,321",+0.8%,2,-1,"$2,661","$35,689,488",-,465
64,N,Bob Le Flambeur (2017 re-release),Rialto,"$4,623",-,1,-,"$4,623","$4,623",-,1
65,69,Thelma,Orch.,"$4,127",+194.2%,8,+2,$516,"$137,420",-,9
66,57,1945,Men.,"$3,832",-35.2%,4,-5,$958,"$258,392",-,10
67,56,Hubble 3D,WB,"$3,553",-45.5%,1,-,"$3,553","$51,984,404",-,408
68,-,Brimstone and Glory,Osci.,"$3,501",-,5,-,$700,"$32,059",-,9
69,N,In the Land of Pomegranates,FRun,"$3,072",-,1,-,"$3,072","$3,072",-,1
70,63,Quest (2017),FRun,"$3,065",+9.3%,2,-,"$1,533","$41,271",-,6
71,65,God's Own Country,Orion,"$2,362",-8.7%,3,-1,$787,"$319,787",-,11
72,-,Nocturama,Ghop,"$2,012",-,4,-,$503,"$28,303",-,11
73,68,Novitiate,SPC,"$1,859",+2.4%,5,-1,$372,"$570,409",-,11
74,67,The Lucky Man,Indic.,"$1,644",-27.1%,2,-,$822,"$12,619",-,-42
75,-,Escapes,Ghop,"$1,554",-,2,-,$777,"$17,266",-,11
76,-,Chavela,MBox,"$1,310",-,1,-,"$1,310","$144,764",-,14
77,-,BPM (Beats Per Minute),Orch.,"$1,107",-,7,-,$158,"$93,961",-,12
78,-,Bronx Gothic,Ghop,$977,-,2,-,$489,"$26,974",-,14
79,73,The Fencer,CFI,$968,+211.3%,2,+1,$484,"$95,339",-,25
80,71,Permanent,Magn.,$690,-33.1%,3,-,$230,"$12,777",-,4
81,74,The Paris Opera,FM,$652,+624.4%,1,-,$652,"$53,468",-,12
82,-,Aida's Secrets,MBox,$464,-,1,-,$464,"$96,104",-,12
83,-,Ichi The Killer (2017 re-release),WGUSA,$440,-,1,-,$440,"$6,426",-,9
84,-,Bad Lucky Goat,FM,$372,-,1,-,$372,"$4,720",-,11
85,-,Born to Be Wild (IMAX),WB,$369,-,2,-,$185,"$25,617,951",-,353
86,-,The Crime of Monsieur Lange (2017 re-release),Rialto,$349,-,1,-,$349,"$27,823",-,7
87,70,On the Beach at Night Alone,CGld,$228,-82.7%,2,-,$114,"$31,448",-,8
88,66,Let there be Light,ADC,$68,-97.2%,2,-6,$34,"$7,210,748",-,11
89,-,Porto,KL,$60,-,1,-,$60,"$11,323",-,7
