TW,LW,Title (click to view),Studio,Weekend Gross,% Change,Theater Count / Change,Average,Total Gross,Budget*,Week #
20,13,A Hologram for the King,RAtt.,"$235,056",-53.8%,346,-54,$679,"$3,873,977",-,4
21,20,Deadpool,Fox,"$198,916",-16.5%,262,-73,$759,"$362,517,095",$58,14
22,31,10 Cloverfield Lane,Par.,"$191,092",+71.5%,260,+84,$735,"$71,701,898",-,10
23,N,The Lobster (US Release),A24,"$190,252",-,4,-,"$47,563","$190,252",-,1
24,30,A Bigger Splash,FoxS,"$189,853",+65.9%,26,+21,"$7,302","$372,282",-,2
25,25,Kung Fu Panda 3,Fox,"$187,244",+1.3%,216,-23,$867,"$142,470,652",$145,16
26,26,WARx2,WARX2,"$165,637",+3.6%,11,-,"$15,058","$976,257",-,13
27,28,A Beautiful Planet,Imax,"$164,378",+23.9%,39,-116,"$4,215","$869,098",-,3
28,19,Miracles from Heaven,TriS,"$159,170",-34.7%,243,-58,$655,"$60,312,747",$13,9
29,18,Criminal (2016),LG/S,"$151,079",-49.5%,346,-171,$437,"$14,567,326",-,5
30,22,Compadres,PNT,"$150,190",-25.6%,127,-85,"$1,183","$2,995,400",-,4
31,N,Love & Friendship,RAtt.,"$133,513",-,4,-,"$33,378","$133,513",-,1
32,36,London Has Fallen,Focus,"$130,380",+49.5%,180,+55,$724,"$62,245,678",$60,11
33,N,AmeriGeddon,Forewarned,"$125,571",-,30,-,"$4,186","$125,571",-,1
34,24,God's Not Dead 2,PFR,"$106,129",-43.6%,213,-87,$498,"$20,505,201",-,7
35,34,Star Wars: The Force Awakens,BV,"$102,490",-4.4%,78,-39,"$1,314","$936,519,683",$245,22
36,27,Miles Ahead,SPC,"$86,017",-36.6%,84,-57,"$1,024","$2,403,158",-,7
37,29,Dough,Men.,"$85,328",-34.9%,55,+1,"$1,551","$789,211",-,14
38,32,The Divergent Series: Allegiant,LG/S,"$84,998",-21.5%,160,-50,$531,"$65,847,790",-,9
39,N,High-Rise,Magn.,"$79,887",-,39,-,"$2,048","$79,887",-,1
40,23,Papa: Hemingway in Cuba,YFG,"$69,969",-64.0%,96,-112,$729,"$1,027,013",-,3
41,N,Jimmy Vestvood: Amerikan Hero,SkyI,"$60,860",-,4,-,"$15,215","$60,860",-,1
42,33,Everybody Wants Some!!,Par.,"$60,802",-43.7%,72,-59,$844,"$3,369,431",-,7
43,35,The Family Fang,SM,"$56,605",-40.0%,49,-3,"$1,155","$208,557",-,3
44,38,Meet the Blacks,Free,"$40,146",-26.4%,63,-23,$637,"$9,012,711",-,7
45,48,Midnight Special,WB,"$31,977",+13.3%,43,-14,$744,"$3,690,004",-,9
46,41,The 5th Wave,Sony,"$28,256",-31.4%,57,-13,$496,"$34,893,729",$38,17
47,49,The Lady in the Van,SPC,"$23,171",+4.2%,35,-3,$662,"$9,945,567",-,24
48,56,Dark Horse (2016),SPC,"$22,205",+60.5%,10,+7,"$2,221","$41,872",-,2
49,63,Saturday's Warrior,Purd.,"$19,998",+93.3%,17,+2,"$1,176","$556,403",-,7
50,37,Baaghi,UTV,"$19,342",-68.9%,28,-25,$691,"$423,420",-,3
51,52,Dheepan,IFC,"$19,240",-5.0%,5,+3,"$3,848","$49,907",-,2
52,42,Unsullied,Indic.,"$16,272",-51.8%,12,-19,"$1,356","$498,009",-,4
53,40,The First Monday in May,Magn.,"$15,743",-62.4%,21,-9,$750,"$504,532",-,5
54,47,Viva,Magn.,"$15,701",-46.9%,15,-2,"$1,047","$129,074",-,3
55,44,Francofonia,MBox,"$14,428",-54.0%,19,-6,$759,"$252,476",-,7
56,45,The Revenant,Fox,"$14,323",-52.4%,44,-43,$326,"$183,623,813",$135,21
57,50,Born to be Blue (US Release),IFC,"$13,028",-40.5%,16,-15,$814,"$652,998",-,8
58,N,Sunset Song,Magn.,"$12,995",-,3,-,"$4,332","$12,955",-,1
59,N,Kill Zone 2,WGUSA,"$11,998",-,13,-,$923,"$11,998",-,1
60,54,Eddie the Eagle,Fox,"$11,767",-31.0%,26,-11,$453,"$15,774,305",$23,12
61,64,Tale of Tales,IFC,"$11,577",+21.4%,12,-3,$965,"$64,095",-,4
62,53,April and the Extraordinary World,GK,"$11,064",-42.1%,20,-15,$553,"$271,362",-,8
63,61,L'attesa,Osci.,"$10,250",-12.8%,9,+2,"$1,139","$34,454",-,3
64,51,Phantom of the Theatre,WGUSA,"$9,913",-52.8%,9,-17,"$1,101","$43,955",-,2
65,46,Risen,Sony,"$9,865",-67.1%,33,-52,$299,"$36,874,745",$20,13
66,58,The Congressman,Shad.,"$9,063",-32.6%,13,+3,$697,"$45,491",-,3
67,57,Eva Hesse,Zeit.,"$8,549",-38.1%,7,+6,"$1,221","$69,035",-,3
68,55,Remember (US Release),A24,"$8,260",-43.3%,10,-2,$826,"$614,663",-,10
69,65,Brooklyn,FoxS,"$7,966",-13.9%,22,-,$362,"$38,304,491",-,28
70,N,Phantom Detective,CJ,"$7,804",-,1,-,"$7,804","$10,267",-,1
71,70,Alvin and the Chipmunks: The Road Chip,Fox,"$7,688",+0.5%,25,-7,$308,"$85,884,815",-,22
72,67,Our Last Tango,Strand,"$7,238",-19.6%,6,-,"$1,206","$54,440",-,5
73,N,Pele: Birth of a Legend,IFC,"$7,226",-,3,-,"$2,409","$7,226",-,1
74,71,Embrace of the Serpent,Osci.,"$6,500",-13.3%,6,-2,"$1,083","$1,320,005",-,13
75,74,The Little Prince,EOne,"$6,255",+9.9%,20,-5,$313,"$1,317,561",-,14
76,76,Marguerite,Cohen,"$5,843",+6.6%,11,-,$531,"$485,179",-,10
77,68,Louder than Bombs,Orch.,"$5,599",-36.1%,25,+2,$224,"$156,900",-,6
78,80,Los Sures,Osci.,"$4,950",+37.7%,1,-,"$4,950","$72,423",-,5
79,86,Born to Be Wild (IMAX),WB,"$4,796",+77.4%,10,+3,$480,"$24,676,770",-,263
80,N,A Monster with a Thousand Heads,MBox,"$3,900",-,2,-,"$1,950","$3,900",-,1
81,82,I Saw the Light,SPC,"$3,861",+12.3%,10,-6,$386,"$1,635,419",-,8
82,69,The Witch,A24,"$3,852",-53.6%,9,-5,$428,"$25,135,352",$4,13
83,93,Sweet Bean,KL,"$3,793",+141.1%,4,+1,$948,"$54,593",-,9
84,93,Under the Sea 3D,WB,"$3,738",+117.5%,6,+1,$623,"$35,006,614",-,376
85,81,Hubble 3D,WB,"$3,708",+3.3%,6,+1,$618,"$51,649,889",-,321
86,-,Mountains May Depart,KL,"$3,329",-,2,-,"$1,665","$77,747",-,14
87,N,Search Party,FCW,"$3,073",-,10,-,$307,"$3,073",-,1
88,77,Hockney,FM,"$3,060",-42.3%,3,-7,"$1,020","$51,387",-,4
89,79,Men & Chicken,Drft.,"$2,998",-22.3%,9,+3,$333,"$17,280",-,4
90,N,Star Crossed,Indic.,"$2,826",-,2,-,"$1,413","$2,826",-,1
91,N,Paths of the Soul,Icar.,"$2,780",-,1,-,"$2,780","$2,780",-,1
92,72,City of Gold,IFC,"$2,733",-54.8%,9,-3,$304,"$608,799",-,10
93,N,A Bit of Bad Luck,Indic.,"$2,480",-,2,-,"$1,240","$2,480",-,1
94,87,Chongqing Hot Pot,CL,"$2,272",-15.2%,2,-,"$1,136","$776,649",-,7
95,78,The Invitation,Drft.,"$2,041",-48.7%,5,-4,$408,"$224,458",-,6
96,75,My Golden Days,Magn.,"$1,603",-71.5%,5,-5,$321,"$266,852",-,9
97,98,Krisha,A24,"$1,559",+31.2%,3,-1,$520,"$139,228",-,9
98,97,Neon Bull,KL,"$1,519",+13.3%,2,-2,$760,"$19,038",-,6
99,59,Band of Outsiders (2016 re-issue),Rialto,"$1,358",-89.8%,1,-1,"$1,358","$25,476",-,2
100,62,Vita Activa: The Spirit of Hannah Arendt,Zeit.,"$1,334",-87.8%,3,-1,$445,"$78,382",-,6
101,111,No Home Movie,Icar.,"$1,258","+2,895.2%",2,+1,$629,"$25,390",-,13
102,95,Time Changer (2016 re-release),5&2,"$1,230",-18.0%,1,-,"$1,230","$16,508",-,12
103,104,The Dark Horse,BG,"$1,176",+41.3%,5,+2,$235,"$67,026",-,7
104,83,Elstree 1976,FR,"$1,000",-69.4%,3,-11,$333,"$7,093",-,2
105,89,The Measure of a Man,KL,$990,-56.5%,2,-1,$495,"$64,252",-,5
106,107,Island of Lemurs: Madagascar (IMAX),WB,$822,+25.9%,4,+1,$206,"$10,630,669",-,111
107,110,Deep Sea 3D (IMAX),WB,$789,+243.0%,2,-1,$395,"$46,197,059",-,505
108,101,Son of Saul,SPC,$636,-25.9%,1,-3,$636,"$1,776,814",-,22
109,-,I Don't Belong Anywhere: The Cinema of Chantal Akerman,Icar.,$458,-,2,+1,$229,"$4,875",-,7
110,-,To the Arctic (IMAX),WB,$365,-,1,-,$365,"$14,441,984",-,203
111,-,Ingrid Bergman: In Her Own Words,Rialto,$336,-,1,-,$336,"$134,466",-,27
112,91,The Professor: Tai Chi's Journey West,FRun,$309,-82.3%,1,-,$309,"$2,708",-,2
113,108,Journey to the South Pacific,Imax,$285,-53.2%,1,-1,$285,"$7,126,568",-,122
114,-,The Program (2016),EOne,$182,-,1,-,$182,"$12,764",-,9
115,96,Mad Tiger,FM,$167,-88.3%,1,-,$167,"$6,823",-,9
116,103,Time Renegades,CJ,$135,-83.9%,1,-1,$135,"$59,281",-,5
117,-,The Dying of the Light,FRun,$64,-,1,-,$64,"$3,433",-,5
118,-,Cemetery of Splendor,Strand,$60,-,1,-,$60,"$50,575",-,11
119,109,Sworn Virgin,Strand,$45,-90.0%,1,-1,$45,"$3,691",-,4
